crimeid_UK_CSV0000000000007276,monthvalue_UK_CSV0000000000007276,reportedby,fallswithin,longitude_UK_CSV0000000000007276,latitude_UK_CSV0000000000007276,locationvalue_UK_CSV0000000000007276,lsoacode,lsoaname,outcometype,crimeid_UK_CSV0000000000010195,monthvalue_UK_CSV0000000000010195,longitude_UK_CSV0000000000010195,latitude_UK_CSV0000000000010195,locationvalue_UK_CSV0000000000010195
3ca5c2eb5ff83a045dfbb2f7ea032ff656f0e347bd2bcc3f6b3dd1761a83ad1e,2022-03,South Wales Police,South Wales Police,-3.13281,51.534848,On or near JAYCROFT CLOSE,W01001842,Cardiff 003B,Investigation complete; no suspect identified,,,,,
8c9c439f07d57375aa2e8794bd0b6247723ca41f5f18c2d3166b5aceff6dbe05,2022-03,South Wales Police,South Wales Police,-3.205413,51.503534,On or near GILBERT PLACE,W01001787,Cardiff 023C,Investigation complete; no suspect identified,,,,,
6a31476903e56d8fac26cdf60ecdfeaf2d5b9ade11f7ef3f214586d9a9931c33,2022-03,South Wales Police,South Wales Police,-3.271765,51.549151,On or near RIVERSIDE STREET,W01001240,Rhondda Cynon Taf 026C,Investigation complete; no suspect identified,,,,,
ac2a021824e5c09c73506d223d97450a318be3508115eb81dabe41a0153481ad,2022-03,South Wales Police,South Wales Police,-3.388362,51.749399,On or near OLD SCHOOL CLOSE,W01001306,Merthyr Tydfil 003D,Investigation complete; no suspect identified,,,,,
b1892f3237c2d6756dbca5ccd231972c7d3e0f40fb08da945f860c6d5d747851,2022-03,South Wales Police,South Wales Police,-3.392556,51.744925,On or near UPPER COLLIERS' ROW,W01001293,Merthyr Tydfil 004B,Investigation complete; no suspect identified,,,,,
1594cfa65d9d48de1ecf4c0cd25e82481cce965868452ffcef2eb3822980fe9c,2022-03,South Wales Police,South Wales Police,-3.255847,51.479122,On or near COURTIS ROAD,W01001741,Cardiff 039E,Investigation complete; no suspect identified,,,,,
9cbc628bf9dedbfb51c7ec7b8223eaa771b8ff799ddf60200fe19e00e63bd245,2022-03,South Wales Police,South Wales Police,-3.17756,51.477741,On or near ST MARY STREET,W01001941,Cardiff 032G,Investigation complete; no suspect identified,,,,,
cec8e628a4a44cce9387c5715c78465e339c8cea167963ee6a4b5cb1e73b74e6,2022-03,South Wales Police,South Wales Police,-3.538499,51.501741,On or near Parking Area,W01001003,Bridgend 015D,Investigation complete; no suspect identified,,,,,
a8e6e9e2edb56d163b028a69e242fba32d2c9d7aeed3cb12ceff070bcca2ab3b,2022-03,South Wales Police,South Wales Police,-3.377632,51.742395,On or near Parking Area,W01001315,Merthyr Tydfil 004D,Investigation complete; no suspect identified,,,,,
cbbf75c36a3362ad691f635bfb2f4be0bcec580559ba066df39fc2cc0a05cd29,2022-03,South Wales Police,South Wales Police,-3.804029,51.656321,On or near LLEWELLYN STREET,W01000935,Neath Port Talbot 008B,Investigation complete; no suspect identified,,,,,
429d531b67389f9a211661fd009e6e7f9a0b3f546c51fc5c7208f3464a66f02b,2022-03,South Wales Police,South Wales Police,-3.161171,51.524113,On or near WOODVALE AVENUE,W01001730,Cardiff 008A,Investigation complete; no suspect identified,,,,,
9420cfa84b36658ce1f3cd6d3cdfe809a4b917bb1d8de5f2eb491ccf9b98b823,2022-03,South Wales Police,South Wales Police,-3.157737,51.48532,On or near CLIFTON STREET,W01001694,Cardiff 036A,Investigation complete; no suspect identified,,,,,
7ed6838a4cd8b07ccead7a86cd0361e6bbadc0eaac691c6cb2f5337d8c3f80d2,2022-03,South Wales Police,South Wales Police,-3.187427,51.544352,On or near ROUNDEL CLOSE,W01001794,Cardiff 001C,Investigation complete; no suspect identified,,,,,
4d734cce779996f0370a3f626ea9d17614f2b5af4c77768f818951adbc5448a7,2022-03,South Wales Police,South Wales Police,-3.177476,51.480601,On or near Working Street,W01001939,Cardiff 032F,Investigation complete; no suspect identified,,,,,
02bce817fbab3717044d17e7ab7321ccd2086e38bbafb3f841e7e3ab85139a56,2022-03,South Wales Police,South Wales Police,-3.321057,51.569422,On or near CASTLE COURT,W01001162,Rhondda Cynon Taf 025A,Investigation complete; no suspect identified,,,,,
816954212c1a23a3c0d99509a041e0eb97e3f5797853a1c01409b7b75ca593f7,2022-03,South Wales Police,South Wales Police,-3.152926,51.492732,On or near AXMINSTER ROAD,W01001825,Cardiff 029D,Investigation complete; no suspect identified,,,,,
7059d94ad8042ec644fbf32f97a8c16de1b979b5108b995cfef399531df3a50c,2022-03,South Wales Police,South Wales Police,-3.436263,51.712235,On or near Sports/Recreation Area,W01001150,Rhondda Cynon Taf 003B,Investigation complete; no suspect identified,,,,,
0d3fec8c5036b67ca07fd90a3d05910ad18816a265911bee0534360240397938,2022-03,South Wales Police,South Wales Police,-3.180725,51.495998,On or near WHITCHURCH PLACE,W01001720,Cardiff 028C,Investigation complete; no suspect identified,,,,,
df0103f82579cc917cbdffe6e12a24822dc0a5dda40e52963dcce02a4e0e60d8,2022-03,South Wales Police,South Wales Police,-3.353628,51.551607,On or near HEOL HENSOL,W01001157,Rhondda Cynon Taf 028A,Investigation complete; no suspect identified,,,,,
98a9287b1cb86e8e4ecb9d91e94ef0d75822ba565dbe2f7a4d273fed32302fd3,2022-03,South Wales Police,South Wales Police,-3.655343,51.532207,On or near HEOL CASTELL,W01000996,Bridgend 008A,Investigation complete; no suspect identified,,,,,
901c9a88a52b4cc82d8c6cebe70db41dc1610815f95ab36f502417d0f229f53f,2022-03,South Wales Police,South Wales Police,-3.955539,51.652537,On or near HEOL HERMAS,W01000834,Swansea 011D,Investigation complete; no suspect identified,,,,,
ec6d358ea6678fc80f80fe9f908b998c9477059e233232992f701d4eb551db2e,2022-03,South Wales Police,South Wales Police,-3.479637,51.642406,On or near RAVENHILL STREET,W01001287,Rhondda Cynon Taf 014F,Investigation complete; no suspect identified,,,,,
349e772fb7d8b3646c662d6065c583c8df1825ac8be298ee6ff31dce85d6d322,2022-03,South Wales Police,South Wales Police,-3.806843,51.595112,On or near Parking Area,W01000957,Neath Port Talbot 017D,Investigation complete; no suspect identified,,,,,
3fbc5294bca6642f86a942f24320d70f7e93dfe75502974295e0034fc48a240b,2022-03,South Wales Police,South Wales Police,-3.955667,51.641735,On or near ST JOHN'S ROAD,W01000767,Swansea 015E,Investigation complete; no suspect identified,,,,,
2aa3acef67494dc67902ebbb18791d6ccc71d5a1b6d5787b7962ed08f2b7ea1a,2022-03,South Wales Police,South Wales Police,-3.374956,51.74444,On or near CROSS THOMAS STREET,W01001315,Merthyr Tydfil 004D,Investigation complete; no suspect identified,,,,,
5dcaa1c6d5bf61f89f2ed393785c6da672756e513c001523fe0561e0ccb6514e,2022-03,South Wales Police,South Wales Police,-3.597671,51.51487,On or near WILLESDEN ROAD,W01001010,Bridgend 012B,Investigation complete; no suspect identified,,,,,
deee71b850e348026e640d186af1de2dd555d14f00fe3a5067fc58b4d042dfc6,2022-03,South Wales Police,South Wales Police,-3.178197,51.494603,On or near FANNY STREET,W01001720,Cardiff 028C,Investigation complete; no suspect identified,,,,,
4814a54808a461dc4ac9eebe48106ef4da9bbd98e56bba05baa9746eb21541db,2022-03,South Wales Police,South Wales Police,-3.178384,51.491247,On or near MUNDY PLACE,W01001725,Cardiff 032D,Investigation complete; no suspect identified,,,,,
ba4a4bbc316d500cf7ebeb21205f5804e574fc6a19bc536abb7568f689ce4f53,2022-03,South Wales Police,South Wales Police,-3.205847,51.525407,On or near CAE MAWR ROAD,W01001850,Cardiff 012C,Investigation complete; no suspect identified,,,,,
58bd7125ab4c92e88137a148137955377f7189ca95983c34560b764e7e9862ab,2022-03,South Wales Police,South Wales Police,-3.214086,51.500792,On or near LLANIDLOES ROAD,W01001788,Cardiff 023D,Investigation complete; no suspect identified,,,,,
df55e113846b124b7d21d0fd0216d01a573242e39c61ae0db46ab9b3226a90ff,2022-03,South Wales Police,South Wales Police,-3.158509,51.485124,On or near COPPER STREET,W01001694,Cardiff 036A,Investigation complete; no suspect identified,,,,,
96f5b450c3b5797c9530af0e955d98693cac2ce785fcc74694b14237bc63e22a,2022-03,South Wales Police,South Wales Police,-3.335136,51.556503,On or near Petrol Station,W01001196,Rhondda Cynon Taf 027B,Investigation complete; no suspect identified,,,,,
6c356907909869d6e30778f36d184032ab6ed8ed40cba771ecf638915031e1ff,2022-03,South Wales Police,South Wales Police,-3.161249,51.481275,On or near KAMES PLACE,W01001696,Cardiff 036C,Investigation complete; no suspect identified,,,,,
a6cbd816b93117fbdfbb4f3f9862a4093be7a1ffa33777b45da00edfbec16157,2022-03,South Wales Police,South Wales Police,-3.309328,51.590559,On or near POETS CLOSE,W01001238,Rhondda Cynon Taf 022C,Investigation complete; no suspect identified,,,,,
93e805698a1dad4a63e788ddbc674b52a15f1e61d0f3bf080e8e74c45ed4a6dd,2022-03,South Wales Police,South Wales Police,-3.190715,51.50346,On or near BANASTRE AVENUE,W01001757,Cardiff 025C,Investigation complete; no suspect identified,,,,,
ca59e70f6d8e564eb6c8875faa26d575ca2018625732af4ee58776c22367195b,2022-03,South Wales Police,South Wales Police,-3.205415,51.482295,On or near Parking Area,W01001712,Cardiff 040D,Investigation complete; no suspect identified,,,,,
8eb428b96fbbd862a0dec5aa1f72c63f9e44afa0342eb0105a6954beffa83eb8,2022-03,South Wales Police,South Wales Police,-3.231589,51.487895,On or near FAIRWATER AVENUE,W01001754,Cardiff 031D,Investigation complete; no suspect identified,,,,,
9bc84274e9c7a50d69f2a5dbb1490bd6d3af66ce6bdbf555c26ba8201375d21e,2022-03,South Wales Police,South Wales Police,-3.992787,51.615482,On or near OAK TREE AVENUE,W01000859,Swansea 027B,Investigation complete; no suspect identified,,,,,
f461110daf05778c53ebcf374d71d438fb4d3ee2e639a95013dd567e618f94f5,2022-03,South Wales Police,South Wales Police,-3.177068,51.477629,On or near Caroline Street,W01001941,Cardiff 032G,Investigation complete; no suspect identified,,,,,
d47d54aca5a9cdf0561124b2ce671b5d5eee23551898a89e54d542f7cc791d32,2022-03,South Wales Police,South Wales Police,-3.128331,51.51403,On or near KEWSTOKE PLACE,W01001805,Cardiff 015C,Investigation complete; no suspect identified,,,,,
d7425c67995a9d8147ce9a235253b305ca9551795dda6ff0e1b7a253e6b1fb89,2022-03,South Wales Police,South Wales Police,-3.207395,51.502749,On or near ABERTEIFI CLOSE,W01001787,Cardiff 023C,Investigation complete; no suspect identified,,,,,
41927e003f57c91b1ab67033ac4e438f8adfdd4755e53f28c55496dbc107f737,2022-03,South Wales Police,South Wales Police,-3.154001,51.497092,On or near COLCHESTER COURT,W01001822,Cardiff 029A,Investigation complete; no suspect identified,,,,,
50315ea2630a1bd0e656387e934c4d7d8bab3894eeebb8c633158e80b2d834f2,2022-03,South Wales Police,South Wales Police,-3.178496,51.530774,On or near EAST RISE,W01001799,Cardiff 001D,Investigation complete; no suspect identified,,,,,
6995f015a6417a35a2b07093a35e00fe6662c7580d224bcec601c56ab8d70d72,2022-03,South Wales Police,South Wales Police,-3.474962,51.719183,On or near DARE COURT,W01001154,Rhondda Cynon Taf 003D,Investigation complete; no suspect identified,,,,,
b1684756480a412fcc5f336649cc626d4af6377b11b191496c2c7e80a41ab017,2022-03,South Wales Police,South Wales Police,-3.201696,51.47781,On or near LECKWITH ROAD,W01001713,Cardiff 040E,Investigation complete; no suspect identified,,,,,
ab54d537a06a2461bf979a0b236c0839321fab776823acac7d1f1ed3e74493e3,2022-03,South Wales Police,South Wales Police,-3.169605,51.489312,On or near RUSSELL STREET,W01001832,Cardiff 033C,Investigation complete; no suspect identified,,,,,
d36bd7bfa9b3bf86740ec3f93a2a5975581cfe119a4fc26c2f1afd30f4da00b7,2022-03,South Wales Police,South Wales Police,-3.333521,51.5585,On or near LLANTRISANT ROAD,W01001196,Rhondda Cynon Taf 027B,Investigation complete; no suspect identified,,,,,
31bbd25494f18becfdde484061e8b0ae0d4a36344be8da264cfb40fcb73687cd,2022-03,South Wales Police,South Wales Police,-3.805717,51.660944,On or near ALLISTER STREET,W01000939,Neath Port Talbot 008D,Investigation complete; no suspect identified,,,,,
15d22cfeb20861380f348192a56df4354862866abe1a964f7e8e045d864cb6a4,2022-03,South Wales Police,South Wales Police,-3.803359,51.66419,On or near OLD MARKET STREET,W01000939,Neath Port Talbot 008D,Investigation complete; no suspect identified,,,,,
5899c0b43f7c97171a0a32047e2bdc6b30b6570d1d59455cfa10757be091a5d3,2022-03,South Wales Police,South Wales Police,-3.138724,51.498545,On or near RHYMNEY RIVER BRIDGE ROAD,W01001825,Cardiff 029D,Investigation complete; no suspect identified,,,,,
be02ac5f3c420d80737fd4145c0586c1801edc8548fa1a35bc7b5c375392abdb,2022-03,South Wales Police,South Wales Police,-3.542924,51.603654,On or near LLYWELYN STREET,W01001034,Bridgend 003F,Investigation complete; no suspect identified,,,,,
74138384aabe55ad63aed7129db57c3d9003bb49f5f800d7f671145d325ec13e,2022-03,South Wales Police,South Wales Police,-3.164402,51.487475,On or near COWPER PLACE,W01001835,Cardiff 033F,Investigation complete; no suspect identified,,,,,
0b9969aebfa7ea34dc019759455e75cff3571b6e70318632ffd7eaa78ca07ed0,2022-03,South Wales Police,South Wales Police,-3.956601,51.620128,On or near CROLE STREET,W01000871,Swansea 026B,Investigation complete; no suspect identified,,,,,
a3f96b5bf8575ff73e88c50d169e39cf6e15b459619519f95a8a4add2b0eb364,2022-03,South Wales Police,South Wales Police,-3.392556,51.744925,On or near UPPER COLLIERS' ROW,W01001293,Merthyr Tydfil 004B,Investigation complete; no suspect identified,,,,,
b8fb9042f45b8179397626738d4e36e4592ae405d8b0273f6d206e2113b1d206,2022-03,South Wales Police,South Wales Police,-3.155649,51.488191,On or near RICHARDS PLACE,W01001698,Cardiff 036E,Investigation complete; no suspect identified,,,,,
3142ae92b505fe91c0f802f7fc552c5ae104950b1245db278a0c11170f2e9749,2022-03,South Wales Police,South Wales Police,-3.189751,51.501851,On or near Supermarket,W01001755,Cardiff 025A,Investigation complete; no suspect identified,,,,,
7c1972540f993abc3f3326a942cc1f5bd1d2af1693978c7a0e8a65364dc8af3d,2022-03,South Wales Police,South Wales Police,-3.362196,51.725697,On or near Sports/Recreation Area,W01001314,Merthyr Tydfil 005A,Investigation complete; no suspect identified,,,,,
8f1060cb6fec5164bd3fcf2b6959d53ed4e2ec38a8cbb258251bdc663dc543d4,2022-03,South Wales Police,South Wales Police,-3.958976,51.645393,On or near EIDDWEN ROAD,W01000835,Swansea 013E,Investigation complete; no suspect identified,,,,,
bc283e3c0378e5870d2164e7b26fe2056663db082aa74799033d4bd3c431884d,2022-03,South Wales Police,South Wales Police,-3.096188,51.508994,On or near Park/Open Space,W01001885,Cardiff 011D,Investigation complete; no suspect identified,,,,,
0bf7b955c2686e81de88cddf468cec63050b3951a53edaf9520312a0dc78444a,2022-03,South Wales Police,South Wales Police,-3.182991,51.469458,On or near CYMMER STREET,W01001768,Cardiff 044E,Investigation complete; no suspect identified,,,,,
aa5acddd6dafd7cabb705400c0b40a978e9cb7bff5ffe4b72ff092140c254cb6,2022-03,South Wales Police,South Wales Police,-3.282163,51.473694,On or near DROPE ROAD,W01001113,The Vale of Glamorgan 003A,Investigation complete; no suspect identified,,,,,
ab7ede29e47f5c6b55f49b811690135d7a9e96b7b6b4324b891421425619dd61,2022-03,South Wales Police,South Wales Police,-3.176574,51.482498,On or near Shopping Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified,,,,,
9e2a117b037e470e0b3c0330168b9ae0312866d5a723ae13d945b838cb4a82ca,2022-03,South Wales Police,South Wales Police,-3.174301,51.478673,On or near Parking Area,W01001941,Cardiff 032G,Investigation complete; no suspect identified,,,,,
b6c5ecac000ea046d7bb0480666029c87830318ee9e629c333f41569c8f35afe,2022-03,South Wales Police,South Wales Police,-3.418664,51.707225,On or near RHIW CERIS,W01001169,Rhondda Cynon Taf 004C,Investigation complete; no suspect identified,,,,,
771cf32758dccc5ed2db080d021333e2cccfd1c74ae20c260c75aa70562b47aa,2022-03,South Wales Police,South Wales Police,-3.231002,51.485905,On or near LIMESLADE CLOSE,W01001754,Cardiff 031D,Investigation complete; no suspect identified,,,,,
69d0f104a8c3cee1d82d43712237467808efb085e6354ce119d46c85a8609604,2022-03,South Wales Police,South Wales Police,-3.142536,51.490253,On or near CLYDESMUIR ROAD,W01001876,Cardiff 037D,Investigation complete; no suspect identified,,,,,
bbfb487216875da417f319905cd2ed4e63f507e16d26d77fb5ad7420b193cae4,2022-03,South Wales Police,South Wales Police,-3.198314,51.459726,On or near Theatre/Concert Hall,W01001759,Cardiff 046A,Investigation complete; no suspect identified,,,,,
63bd6722e184b6e6e4b0acb209b869e04420e4042d33e06acbb82e74f983c341,2022-03,South Wales Police,South Wales Police,-3.832348,51.604968,On or near ENDEAVOUR CLOSE,W01000964,Neath Port Talbot 016F,Investigation complete; no suspect identified,,,,,
e5118dd348cba44b7b7b88960a7ec62d5fb7e23e3f75c0ce1eff635d42b91018,2022-03,South Wales Police,South Wales Police,-3.187428,51.47069,On or near DURHAM STREET,W01001767,Cardiff 044D,Investigation complete; no suspect identified,,,,,
e1300622b2d34d8121f5f2762aba238d56f0848fed2a034e27a47cbff85176c6,2022-03,South Wales Police,South Wales Police,-3.386474,51.747353,On or near ABERDARE ROAD,W01001307,Merthyr Tydfil 004C,Investigation complete; no suspect identified,,,,,
f5f8489343295fcad19f4d929d0603d15c8b21b375d8fbbe670b01a65a9bd39e,2022-03,South Wales Police,South Wales Police,-3.15522,51.487764,On or near HELEN PLACE,W01001694,Cardiff 036A,Investigation complete; no suspect identified,,,,,
a038b21360f5a00f661579de79808fdfe53cf41c7ba477fa3510af7d4f7b5ee2,2022-03,South Wales Police,South Wales Police,-3.178431,51.481895,On or near Shopping Area,W01001939,Cardiff 032F,Investigation complete; no suspect identified,,,,,
9b4efee3e73c83a4a4472501753686b8d28ed6d67d4d09f45a5a1c46a68142b6,2022-03,South Wales Police,South Wales Police,-3.544046,51.613728,On or near HENDRE AVENUE,W01001034,Bridgend 003F,Investigation complete; no suspect identified,,,,,
04e992bc231c0654fca27c1f610d36beb52fda134cca3194c591209e288353b2,2022-03,South Wales Police,South Wales Police,-3.744625,51.558421,On or near HEOLCAE'R-BONT,W01000933,Neath Port Talbot 019B,Investigation complete; no suspect identified,,,,,
56e019dd48c97e3d399b66de93713b45dc205b247ffb0367a3061e45d5dc3ee5,2022-03,South Wales Police,South Wales Police,-3.181859,51.435129,On or near STANWELL ROAD,W01001130,The Vale of Glamorgan 005F,Investigation complete; no suspect identified,,,,,
d232b9591e8e6f366c9dfc754ce79c2ff8f04540c96c588e35e189c70741ffaa,2022-03,South Wales Police,South Wales Police,-3.162373,51.493754,On or near ALBANY ROAD,W01001830,Cardiff 033B,Investigation complete; no suspect identified,,,,,
dd2036785c6de86ba58accaab700bc2a1d697b3cfc741368330ab09936d1873c,2022-03,South Wales Police,South Wales Police,-3.215353,51.483443,On or near NESTA ROAD,W01001709,Cardiff 040A,Investigation complete; no suspect identified,,,,,
c23caf5bbd4befd7ca86ce8a8951c86c83bf18b11c96a7472d02a4745bfe11f8,2022-03,South Wales Police,South Wales Police,-3.121726,51.504481,On or near WENTLOOG ROAD,W01001863,Cardiff 022A,Investigation complete; no suspect identified,,,,,
5797d1ca559f84af1836d40556751eb877d998caa0a77713593c424b64427170,2022-03,South Wales Police,South Wales Police,-3.187488,51.444137,On or near LITTLE DOCK STREET,W01001076,The Vale of Glamorgan 004B,Investigation complete; no suspect identified,,,,,
8bb91b076666f6e1afde3e693f15e60f76ff76e6aed3b5c95c0742590d75ebed,2022-03,South Wales Police,South Wales Police,-3.229539,51.526789,On or near LISNAGARVEY COURT,W01001849,Cardiff 004A,Investigation complete; no suspect identified,,,,,
2712c6578e33dba0f3673f411f4880b455121ea4eef8ab72e28bb777fc6c952b,2022-03,South Wales Police,South Wales Police,-3.16228,51.486166,On or near Further/Higher Educational Building,W01001835,Cardiff 033F,Investigation complete; no suspect identified,,,,,
42302023172f3d5f00ac980d8f6b2d375ca9f844dfe3c43bc0f7a2d01fbd24f7,2022-03,South Wales Police,South Wales Police,-3.162935,51.482455,On or near MOIRA STREET,W01001695,Cardiff 036B,Investigation complete; no suspect identified,,,,,
288d48c3367dfb79c8f53797fef3f5773d091e3f2112d3366c8390c0f0783960,2022-03,South Wales Police,South Wales Police,-3.271582,51.468063,On or near PATREANE WAY,W01001745,Cardiff 043D,Investigation complete; no suspect identified,,,,,
85a78ae94853c08cf348a855a779821737e8c4085c1489faa58a75d6f0511102,2022-03,South Wales Police,South Wales Police,-3.194384,51.480124,On or near SOUTH MORGAN PLACE,W01001857,Cardiff 042C,Investigation complete; no suspect identified,,,,,
f2c51f8b622867aae2a6fd45ffdf57921161723bb64995cb87ce6ce9cb383786,2022-03,South Wales Police,South Wales Police,-3.879423,51.784725,On or near HEOL-Y-GORS,W01000929,Neath Port Talbot 020D,Investigation complete; no suspect identified,,,,,
d60f189388efdcae027c16107f72596d1298c5118eae82fc6e9c61ae9610b077,2022-03,South Wales Police,South Wales Police,-3.82853,51.662308,On or near NEW ROAD,W01000923,Neath Port Talbot 007D,Investigation complete; no suspect identified,,,,,
8f8e0db25281fb7a9b09c8bfd3355eca72bb79ce1fde50cbaba2e3b16587627f,2022-03,South Wales Police,South Wales Police,-3.376432,51.686705,On or near LEWIS STREET,W01001204,Rhondda Cynon Taf 006A,Investigation complete; no suspect identified,,,,,
7655de43b3bc5d58e2ed9a786a2bfbe071c2154f3132f27faf2fafeef5c135ff,2022-03,South Wales Police,South Wales Police,-3.903606,51.658255,On or near NANTYFFIN ROAD,W01000794,Swansea 010A,Investigation complete; no suspect identified,,,,,
505598a3787b007c6dbb059c05c9404c237b9cbdfb67c49baf2b824145ad7c82,2022-03,South Wales Police,South Wales Police,-3.169605,51.489312,On or near RUSSELL STREET,W01001832,Cardiff 033C,Investigation complete; no suspect identified,,,,,
ddaa80b5c67b6dbb6b3236d6668072c33b81dc35d288164c54a6f62b05f421ba,2022-03,South Wales Police,South Wales Police,-3.176509,51.478839,On or near Shopping Area,W01001941,Cardiff 032G,Investigation complete; no suspect identified,,,,,
5db53b3713b0861387a0218fd009426afa065474b56bac8909d67ab877773afd,2022-03,South Wales Police,South Wales Police,-3.214554,51.502667,On or near BACTON ROAD,W01001785,Cardiff 023A,Investigation complete; no suspect identified,,,,,
6d56e512cb62ab115951abc78a13887b9f27f2a2975ba152d8496a7c5c803db5,2022-03,South Wales Police,South Wales Police,-3.562601,51.532832,No location,W01001939,Cardiff 032F,Investigation complete; no suspect identified,,,,,
53881721b9d90c09f7ceffe1b7a24d0ae4f23322ba261138209f21e25a87c12d,2022-03,South Wales Police,South Wales Police,-3.562601,51.532832,No location,W01001939,Cardiff 032F,Investigation complete; no suspect identified,,,,,
b552abcc66f84317082fc7e22d86f85edf099c257219c18d207a6935fbd35830,2022-03,South Wales Police,South Wales Police,-3.181045,51.485538,On or near Police Station,W01001939,Cardiff 032F,Investigation complete; no suspect identified,,,,,
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,3f560a7d1cf40425fa8ae273115907f555a02eeca4ff489e70d783c8e314475a,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,c171983e855d9c12731fec891a33dc6c71a145d19e171ce9adcdfbd7e3cf942e,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,fcfaed622c22e1e3fd12667c7154b2b38a4ba61fbfb28261bd2748198253938c,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,69c058abb6e626258727f0b0666fdb01aca2dac9d477d7ddbb6d1a57977a845a,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,01ce84cda5876f3c611036db1b096e597709a494566c75b4a312154779ccbea2,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,db92357d96970c5049eb3ee187a470c25e7c2026bcf1eebb20e63232e1da3cf9,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Unable to prosecute suspect,4c7fc46af7cac8e085d304d10e3103955022cc5642764ecfd15abab5c693b9e7,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Unable to prosecute suspect,ffaebb5593509bafc96e4f36ba22cbf1879065ce95907a7fbb78355a0ace9514,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Unable to prosecute suspect,c3a4f04e0de6796258a9fe40de2c7e9996b50dc7388701c9994d62c66c8a52ae,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Unable to prosecute suspect,abdfdd603fba532d3338bd51d9d78377ff50f84e875f33635ee78a95bf116051,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Unable to prosecute suspect,16d3f1c0c3705bcddd1d68f55d552fdd5cfafbc3d770b442e52d3cf7ae7dd028,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Suspect charged,4b4bd37589ac20b4a63d95e57d9f639c306cfa0eaa56c6b5fa205d158869fc94,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Suspect charged,c85524ff7d91f781b760b2079b44e20ad82d9e002fafb79e8da90e4a6c790bf9,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Unable to prosecute suspect,f7b6a00219090c0ee99619195381a1d2a250be9f53d0c870618481299d05f360,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Offender given a caution,eeba2d9069465ca3007e619745225f1f8b62ee5db101462544a145f8cc4b69bc,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,cbbbc76032da45693c930632f55c54203ad664f4f70469a48377888d02e8cd1a,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,f271cb4db092cb8cfe60c162532581cee9ccf52977a3349ad60c0cd14b4e369c,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,51e217adeafc3ec6413586b69be8413438f981af6195bec3a959ac8d82271d1b,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,fd5534a2e15d4bccc6d17819d0e604249627f59b839ce0285b7954e8c3fbd1a5,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,8e7e900a58ac7485fd366b31fa9f32276af5149c1075f0bb5960ce7688524aa0,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,3a728c312ff3213f8c848c032ebea44f47df17bd523813877e51336f574903f6,2022-09,-3.170632,51.464709,No location
,,South Wales Police,South Wales Police,,,,W01001941,Cardiff 032G,Investigation complete; no suspect identified,68ca796f58400b9accd6a3cb020ccefa84760bc82363584ffc9d464092bd3165,2022-09,-3.170632,51.464709,No location
