indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Ear inections among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,36.0,10-17 years,23.22,2010-2012,81.0,f10-17 years,2.2,2.3,0.1,*
Health conditions among children under age 18,Earinfections among persons under 18 years,8.0,"Percent of children, crude",1,Ae,92.0,10-17 years,42.22,2011-2013,106.0,01-17 years,2.2,2.4,0.1,*
Health conditions among children under age 18,Ear infections among persons under1 8 years,8.0,"Percent of children, crude",1,Ae,71.0,10-17 years,19.22,2012-2014,103.0,0-17 years,2.2,2.3,0.1,*
Health conditions among children under age 18,Ear infections among persnos under 18 years,8.0,"Percent of children, crude",1,ge,16.0,10-17 years,28.22,2013-2015,68.0,101-7 years,2.2,2.3,0.1,*
Health conditions among children under age 18,Ear infections among persons under 18 myears,8.0,"Percent of children, crude",1,Afge,18.0,10-17 years,75.22,2014-2016,25.0,01-17 years,2.2,2.2,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18y ears,8.0,"Percent of children, crude",1,ge,64.0,10-17 years,67.22,2015-2017,13.0,10-17 yepars,2.2,2.1,0.2,*
Health conditions among children under age 18,Ear cinfections among persons under 18 years,8.0,"Percent of children, crude",1,Agte,35.0,10-17 years,4.22,2016-2018,14.0,101-7 years,2.2,2.1,0.2,*
Health conditions among children under age 18,Ear infections among eprsons under 18 years,8.0,"Percent of children, crude",1,ex,2.0,Male,6.1,199-71999,1.0,Under 18 years,0.0,7.3,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18 years,98.0,"Percent of children, crude",1,eSx,2.0,Male,61.1,n2000-2002,2.0,Under 18 years,0.0,6.9,0.2,*
Health conditions among children under age 18,Ear infectionsamong persons under 18 years,8.0,"Percent of children, crude",1,ex,2.0,Male,20.1,203-2005,3.0,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,Ear infections among persons undre 18 years,8.0,"Percent of children, crude",1,Sxe,2.0,Male,81.1,2006-2008***,4.0,Under 18 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Ear infections amnog persons under 18 years,8.0,"Percent of children, crude",1,Sxe,2.0,Male,64.1,007-2009,5.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Ear infections among persons undelr 18 years,8.0,"Percent of children, crude",1,ex,2.0,Male,15.1,2008-2010,16.0,Under 18 years,0.0,5.7,0.3,*
