market_class,upload_two_fourminave,geography,technology,you_tube_hd_two_fourhr,ruralweight,region
B,16.32,Urban,FTTC,95.95%,0.96413,Wales
B,20.18,Urban,FTTP,95.39%,0.26727,Yorkshire & Humberside
Hull,14.28,Rural,FTTP,95.45%,0.96413,Yorkshire & Humberside
B,0.81,Urban,ADSL2,95.65%,2.66281,South West
B,0.92,Rural,ADSL1,83.48%,0.96413,East
Hull,28.59,Urban,FTTP,90.32%,0.26727,Yorkshire & Humberside
B,18.26,Urban,FTTC,96.20%,0.96413,North East
B,18.48,Urban,FTTC,95.68%,0.96413,West Midlands
B,18.45,Urban,FTTC,95.71%,0.96413,East
B,1.6,Rural,FTTC,96.14%,0.96413,Yorkshire & Humberside
B,16.17,Rural,FTTC,96.11%,0.96413,Wales
B,18.46,Urban,FTTC,96.42%,0.96413,Wales
B,2.21,Rural,FTTC,95.59%,0.86356,Wales
B,35.73,Rural,Cable,85.37%,0.54408,South West
B,0.88,Urban,ADSL2,95.37%,2.66281,East
B,6.03,Urban,FTTC,95.20%,0.96413,East Midlands
B,17.13,Urban,FTTC,94.59%,0.96413,London
B,3.31,Urban,FTTC,96.67%,0.50728,South West
B,20.75,Urban,Cable,94.16%,1.08753,Yorkshire & Humberside
B,9.1,Urban,FTTC,93.88%,0.96413,North West
B,4.3,Rural,FTTC,96.00%,0.65219,South East
B,8.0,Urban,FTTC,95.32%,1.75829,West Midlands
B,0.29,Rural,ADSL1,0.00%,0.35144,Wales
B,18.53,Urban,FTTC,95.64%,0.96413,South East
B,0.35,Rural,ADSL2,0.00%,0.52838,South East
Hull,9.47,Urban,FTTP,97.44%,0.26727,Yorkshire & Humberside
B,17.42,Urban,FTTC,99.00%,0.96413,East Midlands
Hull,11.8,Rural,FTTC,95.38%,0.96413,Yorkshire & Humberside
B,0.67,Urban,ADSL2,94.97%,2.66281,Scotland
B,8.78,Urban,FTTC,95.35%,0.50728,Yorkshire & Humberside
B,20.34,Urban,FTTP,95.19%,0.96413,East
B,18.57,Rural,FTTC,93.94%,0.65219,Scotland
B,18.33,Urban,FTTC,95.11%,0.96413,Yorkshire & Humberside
B,33.55,Urban,Cable,94.00%,0.96413,East Midlands
B,3.07,Urban,FTTC,91.24%,0.50728,East Midlands
B,5.2,Urban,FTTC,95.39%,0.96413,South West
B,8.78,Urban,FTTC,94.96%,0.50728,Scotland
B,9.09,Urban,FTTC,96.25%,1.75829,North West
B,8.64,Urban,FTTC,92.68%,0.50728,Northern Ireland
B,16.19,Urban,FTTC,94.57%,0.96413,North West
B,20.2,Urban,FTTP,95.39%,0.96413,London
B,16.66,Urban,FTTC,95.42%,0.96413,East
B,826.21,Urban,FTTP,95.05%,0.26727,Scotland
