country,quartervalue,yearend,te_veneers,orgcode,cl_veneers,cl_endodontic,num_radiographs
England,3,2013,0.0,5NA,0.0,586.0,7392.0
England,2,2012,1.0,5P8,1.0,33.01214953,876.2709771
England,2,2012,30.07503752,5K6,22.05502751,229.5727864,1712.272136
England,3,2012,24.01221374,TAK,23.01170484,499.2379025,10988.92107
England,1,2013,9.0,5NX,8.0,48.0,1434.0
England,4,2012,0.0,5N6,0.0,0.0,98.0
England,3,2012,69.02929936,5PQ,52.02208068,466.1978769,4074.729512
England,1,2013,0.0,5N1,0.0,1.0,223.0
England,1,2012,0.0,5D9,0.0,1.0,344.0
England,4,2013,0.0,TAP,0.0,20.0,561.0
England,1,2013,0.0,5QT,0.0,1.0,27.0
England,2,2012,0.0,5NJ,0.0,2.0,105.0
England,3,2013,0.0,5QH,0.0,97.01333333,1326.182268
England,1,2013,0.0,5N2,0.0,5.0,1182.0
England,3,2013,5.0,5A7,3.0,41.0,1560.0
England,3,2012,1.002503699,5NQ,1.002503699,369.9238648,4398.98623
England,2,2011,7.0,5LF,6.0,62.01413428,1603.353828
England,3,2013,4.0,TAP,3.0,5.0,37.0
England,1,2013,9.0,5J2,8.0,25.0,876.0
England,4,2013,0.0,5LE,0.0,23.0,115.0
England,3,2013,0.0,5N8,0.0,1009.0,14623.0
England,2,2013,0.0,5QQ,0.0,1768.0,19024.0
England,4,2012,0.0,5M8,0.0,549.0510271,5885.546984
England,2,2012,0.0,5QJ,0.0,1144.504264,11154.40671
England,4,2012,0.0,5F7,0.0,0.0,8830.633837
England,4,2012,0.0,5K5,0.0,15.0,1672.0
England,3,2013,1.0,5M6,1.0,8.0,536.0
England,4,2013,0.0,5NY,0.0,0.0,2172.0
England,3,2013,0.0,5FL,0.0,5.0,635.0
England,4,2012,0.0,5K6,0.0,11.0,976.0
England,3,2011,0.0,5NQ,0.0,0.0,3053.443847
England,2,2012,10.09615385,5NP,8.076923077,78.28119301,2344.346203
England,2,2011,2.0,5K9,2.0,27.0,125.0
England,4,2012,0.0,5K8,0.0,0.0,39.0
England,3,2013,49.0,5KF,40.0,230.0,2051.0
England,4,2013,0.0,5LF,0.0,31.0,601.0
England,2,2012,102.2750385,5PK,90.24268105,325.8763482,2939.906009
England,1,2012,0.0,5P7,0.0,15.00719425,1480.709832
England,3,2011,66.0,5LE,57.0,1037.0,13351.0
England,1,2012,0.0,5D8,0.0,323.0,4548.0
England,4,2012,63.10968444,5QJ,58.10097933,1793.953926,27660.65857
England,3,2013,3.0,5C2,3.0,44.0,173.0
England,1,2013,1.0,TAK,1.0,34.0,1028.0
England,1,2013,14.0,5QC,14.0,191.0,5237.0
England,4,2011,0.0,5QG,0.0,53.00890307,1272.213674
England,4,2013,0.0,5MD,0.0,1.0,635.0
England,1,2011,11.0,5PD,8.0,18.0,72.0
England,4,2013,0.0,5.00E+01,0.0,464.0,6401.0
England,3,2011,13.0,5N6,11.0,86.0,2477.0
England,3,2012,0.0,5PY,0.0,6.001102333,1712.314532
England,2,2011,0.0,5PR,0.0,567.0825688,5043.734382
England,3,2011,0.0,5EM,0.0,43.0,408.0
England,3,2011,5.0,5LD,4.0,67.0,1151.075459
England,4,2013,25.0,5A4,23.0,272.0,1583.0
England,2,2011,0.0,5QN,0.0,1.0,70.0
England,3,2011,0.0,5QQ,0.0,107.0499242,1515.70687
England,2,2013,7.0,5P2,5.0,13.0,73.0
England,2,2011,0.0,5NG,0.0,83.0,1146.0
England,1,2013,0.0,5LQ,0.0,0.0,6505.0
England,3,2012,59.01447853,5PX,44.01079755,1353.325224,25229.64314
England,3,2012,0.0,5K5,0.0,0.0,475.0
England,3,2013,0.0,5QE,0.0,67.0,2645.0
England,3,2013,1.0,5HP,1.0,2.0,616.0
England,2,2011,1.00006647,5QA,1.00006647,1.00006647,9200.611526
England,1,2013,131.0,5ND,85.0,243.0,2460.0
England,2,2013,4.0,5ET,4.0,17.0,314.0
England,1,2011,7.0,5P7,6.0,11.0,42.0
England,2,2013,1.0,5PT,1.0,1126.0,15423.0
England,1,2011,1.000128982,5N3,1.000128982,728.0938991,7889.017413
England,3,2012,31.00923444,5NF,29.00863867,281.0837057,1978.589217
England,4,2013,0.0,5NP,0.0,1060.0,14491.0
England,2,2011,77.0,5QP,49.0,340.0,2755.0
England,4,2011,12.0,5N8,9.0,106.0,2117.0
England,2,2011,0.0,5QG,0.0,53.0,827.0
England,4,2013,0.0,5K6,0.0,0.0,521.0
England,3,2011,35.00832145,5PP,28.00665716,346.0822634,2295.545649
England,2,2011,0.0,5NA,0.0,22.00527072,880.2108289
England,4,2012,0.0,5PN,0.0,15.0,49.0
England,1,2013,4.0,5C2,3.0,43.0,167.0
England,4,2012,0.0,5C9,0.0,1.001322213,6620.742474
England,1,2012,4.0,5PQ,4.0,5.0,33.0
England,4,2011,120.0,5PE,106.0,580.0,4436.0
England,1,2011,4.0,TAK,4.0,7.0,50.0
England,3,2013,0.0,5MK,0.0,319.0,4851.0
England,2,2012,24.03690415,5M8,19.02921579,582.7640387,13247.20017
England,4,2012,109.1096304,5F5,85.08549158,376.3781745,2365.376666
England,3,2011,0.0,5C3,0.0,2.0,42.0
England,4,2011,121.0,5N5,83.0,148.0,1617.0
England,2,2013,0.0,5D7,0.0,608.0,8989.0
England,1,2012,0.0,5NJ,0.0,0.0,541.0
England,2,2011,22.0,5N1,18.0,133.0323898,4501.144054
England,3,2013,3.0,5N7,3.0,6.0,22.0
England,2,2012,1.0,5QW,1.0,2.0,12.0
England,3,2011,20.0,5L1,13.0,187.0,1297.0
England,2,2013,0.0,5J4,0.0,296.0852289,4429.274978
England,1,2013,4.0,5N3,3.0,57.0,1984.0
England,1,2013,0.0,5PW,0.0,0.0,7946.0
England,3,2013,0.0,5MX,0.0,19.0,1095.0
England,3,2011,0.0,5N5,0.0,517.0,6186.0
England,1,2013,0.0,5A4,0.0,0.0,381.0
England,1,2013,0.0,5MK,0.0,293.0,4336.0
England,2,2011,2.0,5HX,2.0,22.0,107.0
England,3,2012,0.0,5PT,0.0,1.000252589,1360.343521
England,3,2011,61.0081956,5P5,49.00655648,2111.176084,50752.87116
England,3,2011,82.0001211,5QP,63.0001211,1633.149685,25352.71766
England,4,2011,5.0,5FL,5.0,29.0,925.0
England,1,2012,56.0,5PC,46.0,136.0,1625.0
England,4,2013,3.0,TAP,2.0,30.0,1042.0
England,4,2013,25.0,5K8,24.0,355.0,3351.0
England,2,2011,0.0,5C2,0.0,1.0,2696.0
England,3,2011,17.00535265,5NC,15.00472292,1160.154912,14200.41649
England,1,2013,0.0,5D8,0.0,7.0,32.0
England,1,2011,0.0,5QV,0.0,34.0,4852.0
England,4,2011,9.0,5QH,9.0,101.0240554,3153.585986
England,4,2011,0.0,5NA,0.0,66.0,759.0
England,3,2012,0.0,5HG,0.0,47.03832824,879.7168196
England,4,2011,0.0,5N5,0.0,37.00665468,634.1140288
England,4,2011,87.00398096,5NX,73.00398096,622.1725682,14825.98864
England,4,2013,0.0,5NV,0.0,0.0,204.0
England,4,2013,53.0,5HX,49.0,1335.0,23641.0
England,4,2012,0.0,TAP,0.0,8.0,19.0
England,3,2013,0.0,5NC,0.0,1.0,507.0
England,1,2013,0.0,5N1,0.0,104.0098141,2496.235538
England,4,2012,31.0,5CN,22.0,115.0,798.0
England,4,2012,0.0,5QD,0.0,82.01320238,1092.175817
England,1,2013,7.0,5L1,6.0,617.0,9674.0
England,4,2011,0.0,5QR,0.0,0.0,2824.0
England,2,2011,79.0,5H8,57.0,630.0000459,11758.20934
England,1,2011,0.0,5JE,0.0,1.0,64.0
England,2,2011,10.0,5JX,8.0,7.0,61.0
England,4,2012,39.0,5HX,33.0,1245.148043,23161.25195
England,1,2013,4.0,5MX,4.0,27.0,116.0
England,2,2012,0.0,5N7,0.0,0.0,52.0
England,3,2013,4.0,5KM,4.0,4.0,38.0
England,4,2011,0.0,5D9,0.0,123.0,2153.0
England,1,2012,0.0,5QD,0.0,0.0,9594.0
England,3,2012,0.0,5QV,0.0,2235.253999,28734.12012
England,1,2011,29.0,5NC,25.0,1030.0,12461.0
England,4,2013,0.0,5N3,0.0,2.0,975.0
England,1,2012,0.0,5QE,0.0,28.0,2356.0
England,3,2012,3.0,5M8,3.0,3.0,39.0
England,2,2012,0.0,5K5,0.0,1.0,101.0
England,2,2012,133.54645,5PG,116.4763813,1009.000785,19815.34772
England,4,2013,0.0,5PV,0.0,1.0,57.0
England,4,2011,16.08938548,5F5,11.06145251,23.12849162,57.31843575
England,3,2013,0.0,5QV,0.0,0.0,3168.0
England,3,2011,3.0,5A7,3.0,59.0,1610.0
England,4,2011,0.0,5MD,0.0,0.0,6863.503493
England,3,2011,0.0,5M2,0.0,37.01121892,589.1785931
England,3,2011,24.0075,5C2,21.0065625,483.1509375,3394.060313
England,3,2013,0.0,5LG,0.0,22.0,1107.0
England,3,2012,3.0,5QH,3.0,8.0,52.0
England,1,2012,0.0,5FE,0.0,0.0,359.0
England,4,2011,77.01829782,5P5,65.01540869,2365.215147,57339.07622
England,1,2011,16.0,5NG,14.0,7.0,33.0
England,4,2012,0.0,5PX,0.0,0.0,94.0
England,4,2013,0.0,5M8,0.0,473.0,5194.0
England,3,2013,0.0,5PM,0.0,3.0,1380.0
England,4,2011,0.0,5A3,0.0,52.0,559.0
England,3,2013,5.0,5M3,5.0,46.0,801.0
England,1,2011,66.0,5P6,56.0,1935.085599,37887.11697
England,2,2011,0.0,5PE,0.0,0.0,554.0
England,3,2013,0.0,5M2,0.0,78.0,1247.0
England,3,2011,1.000141094,5QC,1.000141094,156.0220106,2566.362046
England,3,2013,0.0,5HY,0.0,3.0,1346.0
England,1,2012,0.0,5PK,0.0,1.0,7499.0
England,1,2012,1.0,5A9,1.0,0.0,7119.0
England,3,2013,1.0,5M3,1.0,398.0,6702.0
England,4,2012,0.0,5P8,0.0,35.0,477.0
England,3,2011,0.0,5NM,0.0,64.01386182,901.1951484
England,4,2011,0.0,5N8,0.0,1012.0,11913.0
England,1,2013,0.0,5QW,0.0,1.0,694.0
England,4,2012,0.0,5A4,0.0,0.0,331.772076
England,2,2012,42.04221106,5NW,34.03417085,253.2542714,1977.98593
England,3,2013,74.0,5N5,68.0,144.0,1718.0
England,4,2011,0.0,5QK,0.0,910.282799,9445.934583
England,2,2013,2.0,5C3,2.0,54.0,1085.0
England,3,2013,67.0,5HG,55.0,262.0,2087.0
England,2,2011,0.0,5HX,0.0,840.0,10372.0
England,1,2012,0.0,5D7,0.0,0.0,6397.0
England,3,2013,1.0,5AT,1.0,407.0,6848.0
England,2,2011,58.0,5J5,49.0,223.0,1917.0
England,2,2011,20.0,5CN,17.0,472.0,7125.209471
England,2,2012,0.0,5NJ,0.0,0.0,517.0322064
England,1,2012,0.0,5N3,0.0,0.0,1015.0
England,4,2013,0.0,5QL,0.0,40.0,2231.0
England,2,2013,0.0,5QW,0.0,256.1379125,3880.089158
England,4,2012,0.0,5P2,0.0,0.0,1096.719019
England,4,2011,72.0,5N8,61.0,1271.000033,26478.17562
England,4,2011,35.0,5M7,35.0,382.0,3589.0
England,3,2011,5.0,5J9,4.0,14.0,480.0
England,2,2012,1.0,5PH,1.0,4.0,32.0
England,3,2013,11.0,TAL,8.0,336.0,8340.0
England,1,2013,8.0,5P1,5.0,59.0,1255.051039
England,3,2013,0.0,5K7,0.0,423.0,5878.0
England,2,2011,0.0,5J6,0.0,482.0966804,4905.983853
England,4,2011,0.0,5NH,0.0,15.0,1471.0
England,1,2012,51.0,5J5,38.0,753.0,15816.0
England,1,2013,0.0,5C9,0.0,3.0,1193.0
England,1,2013,0.0,5NJ,0.0,0.0,88.0
England,2,2013,0.0,5HX,0.0,5.0,1364.0
England,2,2011,40.0,5LH,35.0,280.0,2053.0
England,1,2013,3.0,5KL,3.0,37.0,1460.0
England,2,2013,0.0,5P7,0.0,28.0,563.0
England,3,2012,0.0,5LF,0.0,29.0,664.0
England,2,2013,0.0,5N8,0.0,1.0,14723.0
England,3,2012,0.0,5CQ,0.0,0.0,56.0
England,2,2012,1.001927408,5QV,1.001927408,2235.300048,28117.08886
England,3,2012,0.0,5NE,0.0,1.001418861,8688.310038
England,4,2011,1.0,5C4,1.0,383.0,5982.0
England,4,2011,0.0,5C2,0.0,1.0,52.0
England,4,2013,0.0,5N5,0.0,3.0,1098.0
England,2,2011,0.0,5QV,0.0,4.0,357.0
England,1,2011,0.0,5HQ,0.0,66.0,894.0
England,2,2012,0.0,5.00E+01,0.0,0.0,449.0546029
England,2,2013,28.00003439,5QN,27.00003439,954.0000344,18542.24572
England,4,2011,0.0,5HX,0.0,5.0,1436.0
England,4,2013,0.0,5NL,0.0,0.0,1254.0
England,2,2013,0.0,5F5,0.0,0.0,52.0
England,3,2013,0.0,5PQ,0.0,0.0,18396.0
England,1,2013,0.0,5NC,0.0,0.0,492.0
England,4,2013,89.0,5NJ,71.0,374.0,2472.0
England,3,2012,50.03090235,5NW,38.02348579,322.1990111,2282.409765
England,4,2012,0.0,5QD,0.0,0.0,122.0
England,2,2011,11.0,TAC,11.0,58.0,1277.042294
England,4,2013,29.0,5QM,27.0,1036.0,21919.0
England,1,2011,0.0,5A7,0.0,418.0,4866.0
England,4,2012,0.0,5N5,0.0,645.2124273,7733.546163
England,1,2012,176.0,5NL,157.0,417.0,3676.0
England,1,2013,4.0,5NF,3.0,57.01388133,1974.282254
England,1,2011,0.0,5HY,0.0,45.0,917.0
England,2,2012,6.095238095,5M2,4.063492064,46.19586077,1258.590755
England,1,2011,0.0,TAC,0.0,614.0,5394.0
England,3,2013,2.0,5LF,2.0,59.0,1227.0
England,4,2013,49.0,5P1,38.0,480.0,3255.0
England,4,2013,0.0,5PP,0.0,0.0,1159.0
England,1,2013,0.0,5MK,0.0,2.0,3811.0
England,3,2011,0.0,5NQ,0.0,0.0,34.0
England,2,2012,48.06510366,5QL,39.05289673,1752.016535,33233.09268
England,3,2011,65.0,5LE,56.0,540.0,3441.0
England,3,2012,0.0,5A7,0.0,38.03890453,712.728948
England,3,2011,33.0,5C9,32.0,1243.000213,19387.61243
England,2,2013,36.0,5QW,32.0,81.0,1049.0
England,1,2013,0.0,5EM,0.0,0.0,335.0
England,1,2013,0.0,5PQ,0.0,5.0,4459.0
England,1,2011,0.0,5QF,0.0,40.0,603.0
England,3,2012,5.058823529,5N3,4.047058824,64.08027332,2322.347212
England,1,2013,80.0,5QQ,71.0,2304.0,45600.0
England,2,2012,0.0,5PG,0.0,44.06405694,978.4223552
England,1,2011,0.0,5NK,0.0,739.0416643,8936.503806
England,3,2012,0.0,5MV,0.0,24.02199145,598.5479536
England,3,2012,0.0,5QE,0.0,1232.511438,16700.02896
England,4,2013,8.0,5P6,7.0,32.0,170.0
England,2,2012,103.1533499,5KM,71.1057072,124.1846154,1094.627295
England,4,2011,0.0,5K6,0.0,62.0,1042.0
England,4,2011,0.0,5C1,0.0,1.0,82.0
England,4,2012,4.0,5.00E+01,4.0,12.0,39.0
England,2,2012,0.0,5J4,0.0,2.0,479.0
England,3,2011,0.0,5ET,0.0,0.0,80.0
England,2,2013,0.0,5NR,0.0,466.044436,6311.601793
England,4,2011,0.0,5JE,0.0,3.0,592.0
England,4,2011,20.0,5JX,14.0,39.0,1026.098615
England,1,2012,1.0,5J2,1.0,364.0,4699.0
England,4,2011,0.0,5PL,0.0,0.0,70.0
England,2,2012,0.0,5M3,0.0,1.0,42.0
England,3,2013,6.0,5HQ,5.0,48.0,1760.0
England,2,2011,35.0,5N7,25.0,530.0,11556.0
England,3,2011,0.0,5QK,0.0,75.0,911.0
England,4,2013,58.0,5N3,54.0,1006.039472,23346.87306
England,3,2011,0.0,5QQ,0.0,0.0,13630.27004
England,4,2012,2.0,5PC,2.0,67.02167453,1283.285592
England,4,2012,54.17782656,5NR,46.15148189,241.7936334,1768.805708
England,4,2011,0.0,5KM,0.0,0.0,332.0
England,2,2013,100.0,5F5,82.0,300.0,2098.0
England,4,2011,13.0,5J6,7.0,58.0,1463.075653
England,4,2013,0.0,5LG,0.0,2.0,88.0
England,3,2013,0.0,5K7,0.0,0.0,6751.0
England,4,2013,0.0,5QN,0.0,45.0,719.0
England,3,2013,3.0,5K7,3.0,69.0,1168.0
England,4,2012,0.0,5N3,0.0,5.0,1063.0
England,2,2013,0.0,5C9,0.0,613.0,8801.0
England,1,2012,1.0,5PJ,1.0,8.0,23.0
England,3,2013,0.0,5PE,0.0,0.0,31.0
England,3,2013,5.0,5N2,4.0,88.0,3706.0
England,3,2013,0.0,5NW,0.0,607.0,7188.0
England,1,2011,0.0,5NM,0.0,1.000100528,3730.374969
England,1,2012,0.0,5M8,0.0,3.0,1047.0
England,2,2013,24.0,5NN,23.0,140.0,1310.0
England,3,2011,0.0,5K5,0.0,29.0,1456.0
England,1,2011,0.0,5LA,0.0,204.0,2573.0
England,1,2012,0.0,5PW,0.0,31.0,510.0
England,3,2011,0.0,5F1,0.0,452.0,5077.0
England,4,2012,0.0,5L1,0.0,46.01857085,657.2652402
England,2,2011,11.0,5NC,8.0,1150.072704,14026.1518
England,4,2013,0.0,5NK,0.0,0.0,139.0
England,3,2012,0.0,5N9,0.0,997.2468433,11855.93464
England,1,2012,0.0,5QC,0.0,1.0,2420.0
England,2,2011,0.0,5P1,0.0,35.0,438.0
England,1,2012,0.0,5PD,0.0,72.0,1127.0
England,2,2012,3.0,5NQ,3.0,4.0,18.0
England,3,2012,62.07920286,5NX,55.0702606,703.659693,16623.41905
England,2,2012,9.069230769,5QD,7.053846154,9.069230769,67.51538462
England,2,2011,0.0,5PM,0.0,43.0,827.0
England,2,2012,26.0,TAP,20.0,371.183776,7224.893904
England,4,2012,10.0,5JX,8.0,48.02755556,1085.758912
England,2,2013,50.0,5K9,42.0,1145.0,18870.0
England,1,2012,67.0,5KG,43.0,549.0,10697.0
England,2,2013,0.0,5HY,0.0,0.0,87.0
England,4,2011,71.0,5H8,51.0,179.0,1536.0
England,2,2011,0.0,5NT,0.0,1148.0,12141.0
England,2,2013,1.000160325,5QP,1.000160325,0.0,1268.203292
England,1,2012,0.0,5FL,0.0,1.0,41.0
England,1,2013,0.0,5NF,0.0,3.0,850.0
England,2,2011,0.0,5PL,0.0,52.02561576,852.4197044
England,3,2012,18.0,5QV,15.0,230.0195344,6552.266937
England,2,2011,0.0,5K7,0.0,57.0,606.0
England,4,2012,1.0,5PJ,1.0,56.0,1174.0
England,1,2011,0.0,5PK,0.0,0.0,643.0
England,1,2011,0.0,5QC,0.0,148.0220107,2373.352915
England,2,2012,6.044776119,5NV,5.037313433,11.08208955,68.50746269
England,2,2013,0.0,5NT,0.0,27.0,2437.0
England,1,2012,39.0,5PY,36.0,417.0,2863.0
England,3,2012,0.0,5D7,0.0,0.0,498.4147038
England,4,2011,10.0,5PY,10.0,89.0,2019.0
England,4,2011,2.0,5P8,1.0,549.0,5393.0
England,1,2012,8.0,5NX,8.0,55.0,1531.0
England,2,2011,0.0,5LQ,0.0,0.0,598.0
England,3,2012,0.0,5NV,0.0,0.0,2578.188144
England,3,2012,0.0,5N8,0.0,86.02017832,1136.266542
England,3,2012,0.0,5ET,0.0,255.0425142,2675.445982
England,3,2011,1.0,5LG,1.0,22.0,82.0
England,1,2012,0.0,5A7,0.0,36.0,795.0
England,1,2013,0.0,5NV,0.0,1539.0,19881.0
England,4,2011,0.0,5N3,0.0,0.0,1064.0
England,1,2013,30.0,TAN,23.0,386.0,6598.0
England,1,2013,0.0,5PE,0.0,0.0,6115.0
England,3,2013,0.0,5QP,0.0,1337.206168,14126.17795
England,1,2013,5.0,5J5,4.0,39.0,1984.0
England,4,2011,10.0,5NT,8.0,32.0,118.0
England,3,2011,0.0,5KF,0.0,320.0340353,5107.543182
England,3,2013,0.0,5LC,0.0,0.0,5958.0
England,2,2011,0.0,5QD,0.0,3.0,1536.0
England,2,2011,0.0,5PR,0.0,32.00964146,482.1452245
England,4,2013,0.0,TAN,0.0,27.0,653.0
England,4,2011,75.01320888,5LF,72.01268052,683.1202888,4476.788306
England,1,2013,0.0,5MD,0.0,0.0,36.0
England,3,2013,0.0,5NK,0.0,1.0,7012.0
England,4,2012,33.0,5PR,28.0,742.3515123,13276.17368
England,4,2013,0.0,5PN,0.0,0.0,57.0
England,3,2012,0.0,5NY,0.0,9.0,160.0
England,4,2011,9.0,5NK,7.0,6.0,53.0
England,4,2011,43.0,5LG,43.0,461.0,3008.0
England,2,2011,0.0,5A9,0.0,0.0,996.0
England,3,2013,38.0,5M7,37.0,369.0,3305.0
England,4,2013,0.0,5N9,0.0,60.0,1053.0
England,4,2011,0.0,5C4,0.0,1.0,283.0
England,4,2011,9.0,TAL,9.0,65.0,819.0
England,2,2012,0.0,5NM,0.0,1.0,134.0
England,1,2013,0.0,5LD,0.0,0.0,393.0
England,2,2012,0.0,5C5,0.0,2.0,73.0
England,2,2011,0.0,5N3,0.0,0.0,8399.777469
England,2,2013,0.0,5PH,0.0,2.0,52.0
England,3,2013,0.0,5D8,0.0,0.0,26.0
England,2,2011,35.00011986,5PT,29.00011986,1364.12513,27212.34431
England,4,2012,0.0,5K5,0.0,1.0,123.0
England,1,2012,0.0,5QR,0.0,1.0,62.0
England,2,2013,0.0,5P7,0.0,8.002555911,1940.619808
England,1,2011,3.0,5NF,3.0,10.0,47.0
England,2,2012,1.002359145,5NL,1.002359145,0.0,8629.309881
England,2,2012,0.0,5JX,0.0,11.0,52.0
England,2,2013,0.0,5QP,0.0,1181.096349,12877.05046
England,4,2012,0.0,5J5,0.0,62.01390244,1978.625047
England,2,2011,42.07411765,5P2,33.05823529,449.7923529,2890.091177
England,2,2012,0.0,5KM,0.0,13.0,493.0
England,4,2013,0.0,5QC,0.0,2.000037124,2604.048335
England,2,2012,59.21090259,5C9,49.17515639,599.1340483,4499.025022
England,1,2011,0.0,5P8,0.0,20.0,454.0
England,1,2012,0.0,5FL,0.0,374.0,3905.0
England,3,2012,0.0,5PN,0.0,0.0,68.0
England,1,2011,0.0,5MD,0.0,445.0,6854.0
England,1,2011,115.0250163,5MX,105.022841,797.130827,11500.46509
England,3,2013,1.0,5QV,1.0,2100.0,30901.0
England,2,2012,0.0,5D9,0.0,0.0,137.0404368
England,4,2013,7.0,5M1,5.0,49.0,1230.0
England,2,2011,165.0,5NT,135.0,1781.0003,27660.63897
England,1,2013,66.0,5P5,55.0,611.0,5742.0
England,4,2013,6.0,5M7,5.0,40.0,1846.0
England,4,2012,107.13335,5NG,79.09845464,300.3738784,2314.881356
England,3,2011,54.00006658,5N9,46.00006658,1258.065979,21669.94545
England,2,2013,7.0,5P2,5.0,77.0,3065.0
England,3,2011,0.0,5H8,0.0,485.0,5877.0
England,2,2013,4.0,5P1,4.0,65.0,1364.0
England,2,2012,0.0,5PV,0.0,39.20277296,580.0
England,3,2013,7.0,5NK,6.0,52.0,1869.0
England,3,2011,2.0,5ET,1.0,24.0,264.0
England,2,2012,0.0,5PN,0.0,336.9491525,3671.341808
England,4,2011,0.0,5P2,0.0,1.000260708,8486.211844
England,2,2013,0.0,5MX,0.0,0.0,360.0
England,1,2013,0.0,5PN,0.0,0.0,3934.0
England,2,2013,0.0,5PX,0.0,1.0,79.0
England,1,2013,26.0,5HX,25.0,1291.0,22646.0
England,2,2013,0.0,5PG,0.0,641.0,9838.0
England,4,2012,2.0,5K7,2.0,21.0,152.0
England,3,2012,115.0769746,5NM,99.06626506,942.8049423,16172.5026
England,4,2013,33.0,5H8,29.0,510.0,14095.0
England,3,2013,2.0,5QD,1.0,84.02495099,2484.592069
England,1,2013,27.0,5QD,22.0,963.0,23992.0
England,1,2011,0.0,5N7,0.0,29.0,350.0
England,3,2011,0.0,5NE,0.0,108.016695,1212.187355
England,1,2012,130.0,5PK,98.0,308.0,2867.0
England,1,2013,0.0,5GC,0.0,0.0,40.0
England,4,2011,53.0,5PA,41.0,1182.066058,23070.16173
England,3,2012,31.02426615,5NR,28.02191781,274.2144814,1877.468493
England,1,2012,54.0,5QP,46.0,1479.0,24406.0
England,3,2013,0.0,5MD,0.0,0.0,26.0
England,2,2011,76.0,5NE,57.0,226.0,1605.0
England,1,2013,0.0,TAL,0.0,253.0,3469.0
England,4,2012,50.0155376,5C4,45.01398384,674.3686458,12841.70176
England,4,2012,9.0,5NR,7.0,43.05267779,1067.747732
England,2,2011,1.0,5C5,1.0,23.0,91.0
England,4,2012,0.0,5PW,0.0,668.2646418,9092.600792
England,1,2012,0.0,5HP,0.0,0.0,359.0
England,3,2012,22.00655738,5LQ,19.00566319,406.1210134,3193.951714
England,3,2013,15.0,5F1,14.0,666.0,12907.0
England,3,2013,0.0,5PQ,0.0,86.0,1363.0
England,4,2011,0.0,5PK,0.0,69.02659643,889.3426699
England,2,2012,80.24155916,5NY,65.19626681,249.7518529,2068.226187
England,1,2012,13.0,5JX,8.0,53.0,940.0
England,1,2012,0.0,5N9,0.0,1046.03289,11095.34887
England,1,2012,0.0,5QR,0.0,0.0,278.0
England,1,2013,1.0,5A9,1.0,16.0,96.0
England,1,2011,33.0,5QH,25.0,115.0,1088.0
England,4,2011,1.000117389,5NW,1.000117389,0.0,6090.714901
England,4,2011,0.0,5PD,0.0,0.0,12545.1923
England,4,2012,0.0,5.00E+01,0.0,0.0,74.0
England,1,2013,68.0,5NX,56.0,617.0,15721.0
England,4,2012,0.0,5PL,0.0,0.0,11965.25294
England,2,2012,0.0,5QA,0.0,3.0,225.0
England,1,2013,0.0,5N6,0.0,77.0,1417.0
England,1,2013,7.0,5P5,7.0,105.0,5498.0
England,1,2012,2.0,5NV,2.0,6.0,1911.0
England,4,2013,0.0,TAP,0.0,0.0,405.0
England,1,2012,0.0,5NE,0.0,0.0,1310.0
England,3,2012,0.0,5LA,0.0,1.004357857,3203.901564
England,3,2011,118.0,5PK,89.0,330.0,2829.0
England,1,2013,131.0,5ND,85.0,1021.0,21446.0
England,3,2011,169.0,5N1,148.0,503.0,3917.0
England,3,2011,0.0,5C5,0.0,723.0,7194.0
England,1,2013,0.0,5LE,0.0,405.0,5226.0
England,2,2013,12.0,5QK,10.0,58.0,1492.0
England,1,2012,111.0,5NM,80.0,867.0,15233.0
England,2,2013,70.0,5N5,64.0,765.0,15431.0
England,3,2013,0.0,5NL,0.0,9.0,2048.0
England,3,2013,0.0,5PC,0.0,2.0,1014.0
England,3,2012,0.0,5PF,0.0,15.0,866.0
England,3,2013,1.0,5KG,1.0,5.0,64.0
England,3,2012,0.0,5LA,0.0,209.4043671,2971.73853
England,3,2013,0.0,5PY,0.0,7.0,1606.0
England,3,2012,16.0,TAN,11.0,476.1735977,6008.649309
England,3,2012,6.0,5NR,5.0,49.00945288,1162.349565
England,3,2012,1.0,5KM,1.0,7.0,40.0
England,2,2011,0.0,5QJ,0.0,29.0,1323.0
England,4,2011,10.0,5N3,9.0,50.01497997,2353.402369
England,3,2011,0.0,5M1,0.0,47.0,613.0
England,2,2012,23.08906099,5QD,20.07744434,1118.674832,24281.61102
England,4,2012,0.0,5PJ,0.0,51.0,685.0
England,4,2011,12.0,5FE,11.0,525.0,9967.229049
England,3,2013,5.0,5L1,5.0,28.0,887.0
England,1,2013,3.0,5JE,3.0,0.0,21.0
England,3,2011,38.0,5C4,32.0,320.0,2461.0
England,1,2013,0.0,5QK,0.0,682.0,6720.0
England,4,2013,0.0,5PR,0.0,0.0,4568.0
England,3,2011,0.0,5NK,0.0,5.0,1352.0
England,1,2011,0.0,5PE,0.0,457.0,6529.0
England,1,2012,2.0,5PN,1.0,19.0,47.0
England,4,2012,0.0,5C4,0.0,0.0,302.0
England,4,2011,0.0,5N6,0.0,71.0,1405.0
England,3,2011,16.0,5F1,15.0,123.0,996.0
England,3,2013,1.0,5CQ,1.0,21.0,497.0
England,2,2011,18.0,5QV,15.0,38.0,206.0
