peoplewithcontactwithinreviewperiod,clusterdays,maxcontactstoinitialclusterassignment,mindaysinendedclusterepisodes,maxdaystoinitialclusterassignment,dischargesfromhospitalnetfollowedupwithin_sevendays,oncpa,clusterepisodesendednetwith_ho_nos
430,14030,2,32,8,*,1.9,15
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,330,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
115,3420,47,24,90,*,56.8,5
1715,53300,39,-,482,15,39.1,70
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,410,*,*,*,*,46.7,*
*,15,*,*,*,*,*,*
80,2495,*,10,*,*,97.6,5
*,30,*,*,*,*,*,*
5,230,*,*,*,*,*,*
*,*,*,*,*,*,*,*
65,1865,5,1,7,*,54,*
*,30,*,*,*,*,*,*
5,180,*,*,*,*,71.4,*
45,2030,*,29,*,*,58.2,*
*,*,*,*,*,*,*,*
*,120,*,*,*,*,*,*
-,*,*,*,*,*,*,*
520,15830,*,*,*,*,77.6,*
3400,107085,31,-,791,35,14.7,155
*,*,*,*,*,*,*,*
80,2535,*,*,*,*,29.1,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,5,*,*,*,*,*,*
245,7580,42,6,40,5,60.7,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,*,*,*,*,*,*,*
20370,636650,226,-,654,160,21.7,1030
210,7355,19,1,700,*,26,5
*,60,*,*,*,*,*,*
15,560,*,1,*,*,*,*
-,35,*,*,*,*,*,*
10,485,*,*,*,*,*,*
675,19955,29,1,495,*,37.3,35
5,220,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
2245,72370,20,-,19,*,34.6,*
90,2920,*,2,*,*,34.7,*
-,10,*,*,*,*,*,*
20,695,*,*,*,*,21.7,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,810,*,*,*,*,33.3,*
5,170,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
15,510,-,*,-,*,58.8,*
-,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,440,*,*,*,*,85.7,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
115,3515,*,106,*,*,71.7,*
*,30,*,*,*,*,*,*
250,7660,20,8,252,*,7.8,*
*,60,*,*,*,*,*,*
*,50,*,*,*,*,*,*
*,120,*,*,*,*,*,*
5,250,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
165,5640,9,1,90,*,7.2,*
465,14645,*,1,*,*,35.3,*
*,65,*,*,*,*,*,*
*,60,*,*,*,*,*,*
15,595,*,*,*,*,38.1,*
*,70,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
35,2815,117,12,190,5,59.6,*
*,30,*,*,*,*,*,*
60,7050,*,1,*,*,5.9,*
-,10,*,*,*,*,*,*
335,13520,6,131,679,*,*,10
-,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
630,20310,12,70,402,*,17.7,10
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
80,2520,*,41,*,*,80.5,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,-,*,-,*,*,*
1780,53575,17,1,491,*,0.7,35
140,4440,*,48,*,*,22.8,*
*,30,*,*,*,*,*,*
255,8620,14,1,251,*,40.2,10
*,30,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,285,*,1,*,*,*,*
365,12690,*,1,*,*,47.5,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
130,4030,*,*,*,*,98.5,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
110,3465,40,1,63,*,25.2,5
35,1510,*,2,*,*,57.6,*
55,2590,*,1,*,*,12,*
*,*,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
95,3405,*,1,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
680,20780,*,6,*,5,84.1,15
105,3085,*,47,*,*,89.5,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,210,*,*,*,*,100,*
*,60,*,*,*,*,*,*
10,300,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
330,12255,2,8,53,*,86.3,*
*,60,*,*,*,*,*,*
-,*,*,*,*,*,*,*
85,2720,5,47,57,*,92,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
3125,98295,43,-,493,15,25.9,10
90,2945,*,90,*,*,8.1,*
35,1805,*,1,*,*,79.3,*
110,4510,4,1,852,*,78.8,10
*,60,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,25,*,*,*,*,*,*
20,810,*,*,*,*,92.6,*
955,30645,9,91,336,*,*,35
40,1260,*,52,*,*,12.5,5
*,405,*,*,*,*,53.8,*
1800,68725,22,1,120,*,2.2,10
5,180,*,*,*,*,*,*
325,9955,4,8,287,*,54.8,5
30,1040,*,*,*,*,55.9,*
60,1840,*,*,*,*,85.2,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,25,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,235,*,*,*,*,*,*
260,8220,*,15,*,*,79.1,10
125,4015,*,39,*,*,90,*
*,30,*,*,*,*,*,*
15,745,-,*,-,*,*,*
*,*,*,*,*,*,*,*
30,885,*,*,*,*,62.5,*
10,485,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,240,*,*,*,*,*,*
*,30,*,*,*,*,*,*
210,8800,3,1,56,*,21.1,5
30,1000,*,1,*,*,32.3,*
*,*,*,*,*,*,*,*
50,1730,*,*,*,*,*,*
35,1695,*,*,*,*,15.8,*
*,30,*,*,*,*,*,*
40,1265,3,2,23,*,20.5,*
1060,33635,14,1,293,5,12.5,55
*,*,*,*,*,*,*,*
5,260,*,*,*,*,71.4,*
*,30,*,*,*,*,*,*
35,1280,11,*,15,*,35.3,*
*,60,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,90,*,*,*,*,*,*
15,590,-,*,-,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,-,*,-,*,*,*
10,690,*,*,*,*,34.6,*
870,36575,19,2,17,*,3.6,15
-,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,50,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,90,*,*,*,*,*,*
1940,62645,28,-,255,35,39,105
10,365,*,*,*,*,41.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
200,5725,6,1,40,*,30,*
*,120,*,*,*,*,*,*
-,25,*,*,*,*,*,*
7650,238795,54,-,482,45,36.5,395
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
95,2865,3,*,0,*,8.2,*
15,625,*,*,*,*,33.3,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
230,8535,7,1,453,*,2.8,20
605,27965,5,-,749,5,40.1,*
1330,50685,*,1,*,15,35.4,10
130,4240,*,17,*,*,21.4,10
*,120,*,*,*,*,*,*
45,1385,*,*,*,*,66.7,*
*,*,*,*,*,*,*,*
605,18205,*,4,*,*,82.6,*
*,60,*,*,*,*,*,*
80,2600,*,30,*,*,*,*
*,60,*,*,*,*,*,*
*,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,75,*,*,*,*,*,*
*,30,*,*,*,*,*,*
135,4560,*,*,*,*,14.5,*
290,8905,7,66,25,*,*,5
*,30,*,*,*,*,*,*
95,2980,-,1,-,*,*,5
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,60,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,30,*,*,*,*,*,*
60,1795,*,55,*,*,63.5,*
50,2115,*,138,*,*,65.7,*
5,225,*,*,*,*,*,*
*,60,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
105,3655,*,41,*,*,16.7,5
10,330,*,*,*,*,90.9,*
*,30,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,8,*,*,*,*
65,2015,10,6,211,*,33.8,10
*,*,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
220,7250,6,1,81,*,12.6,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
35,1325,*,74,*,*,48.5,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
180,5465,111,2,144,*,62.2,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
110,3495,*,73,*,*,75.9,*
150,4470,*,103,*,*,94,*
5,240,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,85,*,*,*,*,*,*
350,10540,*,29,*,*,45.5,5
1345,54165,27,-,294,5,31.8,20
-,15,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,70,*,*,*,*,*,*
*,*,*,*,*,*,*,*
25,950,7,16,142,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,270,*,*,*,*,*,*
*,50,*,*,*,*,*,*
*,175,*,*,*,*,*,*
20,965,-,3,-,*,71,*
*,30,*,*,*,*,*,*
5,240,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
545,18800,*,94,*,*,30,*
280,8745,13,4,116,*,3.4,5
*,30,*,*,*,*,*,*
40,1200,*,12,*,*,*,*
*,15,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,710,*,*,*,*,69.6,*
*,30,*,*,*,*,*,*
25,735,-,1,-,*,*,*
*,*,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,*,*,*,*,*,*,*
545,17210,19,2,532,5,3.7,15
-,*,*,*,*,*,*,*
25,620,*,*,*,*,78.3,*
470,14830,6,3,128,*,11.2,10
5,210,*,*,*,*,*,*
*,5,*,*,*,*,*,*
2945,132880,56,-,937,50,20.2,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,480,*,*,*,*,56.3,*
5,140,*,*,*,*,*,*
*,30,*,*,*,*,*,*
395,12300,40,62,152,*,14.8,5
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,675,*,*,*,*,59.1,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,460,-,*,-,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
250,7300,22,86,506,*,9.7,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
895,28700,81,-,394,10,56.8,40
*,30,*,*,*,*,*,*
40,1140,32,3,31,*,82.1,*
*,30,*,*,*,*,*,*
185,5640,53,2,279,*,2.7,15
*,25,*,*,*,*,*,*
170,5430,24,2,193,*,11.6,*
15,575,*,*,*,*,27.8,*
*,30,*,*,*,*,*,*
590,20710,7,34,93,*,3,*
*,30,*,*,*,*,*,*
*,20,*,*,*,*,*,*
35,2350,*,48,*,*,13.3,*
*,*,*,*,*,*,*,*
375,12090,4,1,177,*,4.4,10
50,1920,127,1,120,*,*,*
115,4035,-,1,-,*,*,*
1280,39565,*,9,*,*,43.5,20
10,305,1,*,0,*,*,*
*,20,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,70,*,*,*,*,*,*
-,*,*,*,*,*,*,*
15,930,*,1,*,*,65.5,*
110,5405,*,17,*,*,85.1,5
*,*,*,*,*,*,*,*
*,25,*,*,*,*,*,*
195,6035,*,38,*,*,10.4,5
*,30,*,*,*,*,*,*
*,110,*,*,*,*,*,*
*,325,*,*,*,*,*,*
*,90,*,*,*,*,*,*
40,1275,*,*,*,5,87.5,*
15,375,*,*,*,*,100,*
*,30,*,*,*,*,*,*
285,9110,*,*,*,*,34.3,*
50,1510,*,*,*,*,*,*
1285,39805,24,2,265,*,10.7,65
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
80,1695,22,1,839,*,20,*
*,105,*,*,*,*,*,*
*,80,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,15,*,*,*,*,*,*
-,20,*,*,*,*,*,*
3490,109060,11,-,224,15,32.4,195
105,3240,5,*,226,*,47.4,*
85,2455,*,*,*,*,5.9,*
810,31730,34,-,745,20,37,*
75,2230,*,272,*,*,97.3,*
*,30,*,*,*,*,*,*
145,4615,3,12,190,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
315,10085,78,1,394,*,48.8,20
5,210,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
85,3230,*,1,*,*,*,*
15,585,*,48,*,*,61.1,*
60,2070,*,25,*,*,82.8,5
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
335,11270,4,1,85,10,31.7,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
35,1095,6,9,31,*,76.9,*
-,5,*,*,*,*,*,*
*,*,*,*,*,*,*,*
205,6165,22,33,120,*,64.7,*
*,*,*,*,*,*,*,*
420,12805,*,658,*,*,65.3,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,45,*,*,*,*,*,*
140,4365,2,3,241,*,4,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,1110,*,*,*,*,56.8,*
*,30,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,60,*,*,*,*,*,*
190,5775,2,1,7,*,*,10
35,1135,*,*,*,*,15.8,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
40,1225,*,10,*,*,63.2,*
*,60,*,*,*,*,*,*
5,180,*,*,*,*,*,*
-,40,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
120,3685,*,10,*,*,74.2,10
-,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
75,3160,*,*,*,*,18.9,*
5,255,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,25,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
145,4315,*,*,*,*,72.6,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
20,705,*,*,*,*,*,*
*,30,*,*,*,*,*,*
940,34020,35,-,593,10,21.2,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
630,20200,2,1,33,*,1.8,5
15,495,*,9,*,*,*,*
65,1930,*,*,*,*,62.7,*
*,15,*,*,*,*,*,*
1055,58765,12,1,296,*,1,*
450,13775,*,7,*,*,56.6,5
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
1925,75620,47,-,595,25,21.2,*
-,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,10,-,*,-,*,*,*
1845,60655,22,-,287,25,49.5,85
80,2780,*,48,*,*,9.7,10
*,55,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,85,*,*,*,*,*,*
5,360,*,*,*,*,75,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
85,2640,*,*,*,*,25,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
125,4235,35,4,172,*,73.2,*
*,30,*,*,*,*,*,*
1990,69200,20,-,645,15,13.3,80
*,30,*,*,*,*,*,*
20,710,2,1,3,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,240,*,*,*,*,75,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
230,9945,15,1,73,*,26.7,5
90,2955,*,1,*,*,19.8,*
*,30,*,*,*,*,*,*
1040,58115,12,1,296,*,0.9,*
20,1160,*,*,*,*,27.5,*
-,*,*,*,*,*,*,*
160,5490,*,1,*,*,34.1,*
120,3925,*,39,*,*,90.6,*
85,2580,*,*,*,*,45.3,*
*,30,*,*,*,*,*,*
20,630,*,*,*,*,28.6,*
110,3335,6,2,7,*,83.2,*
75,2355,*,30,*,*,24.7,5
*,225,*,*,*,*,*,*
*,60,*,*,*,*,*,*
425,14070,32,1,664,*,6,20
60,6095,*,50,*,*,48,*
*,*,*,*,*,*,*,*
20,765,*,23,*,*,84,*
120,4070,*,4,*,*,43.5,*
90,2895,*,7,*,*,10.1,*
*,60,*,*,*,*,*,*
80,2200,2,1,1,*,*,10
505,15115,4,83,15,*,51,15
*,25,*,*,*,*,*,*
25,755,*,*,*,*,76,*
5,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,865,*,*,*,*,96.4,*
15,395,*,*,*,*,76.9,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,325,-,1,-,*,*,*
65,1975,3,*,42,*,*,*
*,110,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,585,*,*,*,*,63.2,*
-,*,-,*,-,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,350,*,*,*,*,80,*
2660,83995,50,-,362,30,48,10
65,1995,*,*,*,*,68.7,*
730,24370,7,1,148,*,1,15
50,1600,3,2,118,*,18.2,*
*,60,*,*,*,*,*,*
15,335,4,*,2,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,150,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
710,41410,6,1,181,*,0.7,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,270,*,*,*,*,*,*
*,30,*,*,*,*,*,*
45,1435,*,65,*,*,34,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
125,3820,11,5,62,*,11.3,5
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
50,2330,*,*,*,*,40.3,*
340,11145,12,127,402,*,10.7,5
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
10,345,*,*,*,*,83.3,*
1170,36535,2,-,196,*,8.5,30
*,*,*,*,*,*,*,*
165,5215,7,1,215,*,11.4,*
5,190,*,*,*,*,*,*
95,2950,*,1,*,*,*,*
30,560,12,1,429,*,17.2,5
800,25225,8,1,179,*,10.5,*
1265,39730,10,-,160,20,9.2,80
115,12770,*,*,*,*,44.1,*
35,1300,*,*,*,*,72.1,*
*,*,*,*,*,*,*,*
5,130,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,1170,*,*,*,*,34.5,*
*,60,*,*,*,*,*,*
70,2470,*,*,*,*,23.2,*
10,460,*,1,*,*,38.9,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,60,*,*,*,*,*,*
150,4830,6,26,56,*,9.3,15
*,65,*,*,*,*,*,*
195,10970,7,2,431,*,*,10
25,770,*,*,*,*,74.1,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
190,5705,*,1,*,*,95.3,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,135,*,*,*,*,*,*
*,220,*,*,*,*,*,*
295,9305,2,5,1,*,33.4,25
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
475,14805,*,1,*,*,25.9,*
1600,127975,61,1,827,15,5.3,25
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,755,-,*,-,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,185,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
165,5590,9,7,428,*,13,5
5,210,*,*,*,*,71.4,*
5,150,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,920,*,*,*,*,90.3,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,215,-,*,-,*,*,*
-,*,*,*,*,*,*,*
100,3605,-,2,-,*,*,*
130,5450,*,4,*,*,52,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,190,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
415,12690,5,8,101,*,4.2,30
270,8110,*,5,*,*,84.6,15
*,30,*,*,*,*,*,*
285,9190,3,21,48,*,3.1,15
*,30,*,*,*,*,*,*
-,30,*,*,*,*,*,*
5,270,*,*,*,*,*,*
*,110,*,*,*,*,*,*
180,5880,*,-,*,*,32.6,5
115,3445,*,*,*,*,64.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
35,1785,*,17,*,*,83.3,*
*,60,*,*,*,*,*,*
20,890,*,-,*,*,31,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
70,2135,*,*,*,*,22.2,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,80,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
135,4225,*,2,*,*,16.3,*
45,1455,*,*,*,5,87.8,*
*,30,*,*,*,*,*,*
*,5,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
160,5350,3,1,63,*,16.2,15
75,2595,3,1,154,*,6.1,10
*,135,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
195,8500,4,142,344,*,17.6,*
*,60,*,*,*,*,*,*
*,95,*,*,*,*,*,*
*,25,*,*,*,*,*,*
1035,31900,11,2,92,5,12.8,25
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,145,*,*,*,*,*,*
90,4730,*,5,*,*,70.6,5
*,30,*,*,*,*,*,*
10,345,*,*,*,*,100,*
*,60,*,*,*,*,*,*
65,2015,*,*,*,*,31.8,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
10,290,*,*,*,*,45.5,*
-,*,*,*,*,*,*,*
*,1625,*,*,*,*,62.3,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
50,1780,*,*,*,*,45.8,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,1425,*,1,*,*,64.4,*
*,45,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
65,2125,*,27,*,*,59.7,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,175,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
70,2210,*,295,*,*,44.7,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
155,4535,1,54,1,*,*,*
125,4240,3,8,5,*,27.2,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
70,3355,-,41,-,*,*,*
*,60,*,*,*,*,*,*
*,305,*,*,*,*,*,*
425,13475,*,1,*,*,5.6,*
30,2615,*,*,*,*,11.4,*
45,5285,*,*,*,*,19.3,5
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
70,2385,3,1,34,*,8.8,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,725,*,126,*,*,*,*
25,780,*,*,*,*,38.5,*
2495,97255,6,3,679,*,1.2,70
50,1495,*,12,*,*,92,*
*,15,*,*,*,*,*,*
100,3225,*,14,*,*,23.8,*
5,165,*,*,*,*,*,*
*,30,*,*,*,*,*,*
75,2665,*,1,*,*,25,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,510,*,*,*,*,70.6,*
*,30,*,*,*,*,*,*
530,16110,*,16,*,10,49.7,15
15,805,*,*,*,*,25.9,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
45,1565,*,70,*,*,*,10
500,18260,35,1,52,*,16.2,10
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
40,1560,*,-,*,*,18,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,5,*,*,*,*,*,*
*,140,-,*,-,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
170,7935,24,34,522,*,10,*
*,*,*,*,*,*,*,*
30,1080,*,*,*,*,16.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,615,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
145,4485,*,15,*,*,27.7,*
