peoplewithcontactwithinreviewperiod,clusterdays,maxcontactstoinitialclusterassignment,mindaysinendedclusterepisodes,maxdaystoinitialclusterassignment,dischargesfromhospitalnetfollowedupwithin_sevendays,oncpa,clusterepisodesendednetwith_ho_nos
,210,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
85,230,*,***,*,*,*,*
15,585,*,48,*,*,61.1,*
60,2070,*,25,*,*,82.8,5
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
335,11270,4,1,85,10,31.7,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
35,1095,6,9,31,*,76.9,*
-,5,*,*,*,*,*,*
*,*,*,*,*,*,*,*
205,6165,22,33,f120,*,6.7,*
*,*,*,*,*,*,*,*
420,12805,*,658,*,*,65.3,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,45,*,*,*,*,*,*
140,4365,2,f3,241,*,4,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,1110,*,*,*,*,56.8,*
*,0,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,60,*,*,*,*,*,*
19s0,5775,2,1,7,*,*,01
35,1135,*,*,*,*,h15.8,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
04,1225,*,10,*,*,63.2,*
*,60,*,*,*,*,*,*
5,180,*,*,*,*,*,*
-,40,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
120,3685,*,10,*,*,7h4.2,10
-,*,*,*,*,*,*,*
*,6p0,*,*,*,*,*,*
57,3160,*,*,*,*,18.9,*
i5,255,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,03,*,*,*,*,*,*
*,m25,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
145,431p5,*,*,*,*,72.6,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
20,705,*,*,*,*,*,*
*,30,*,*,*,*,*,*
f940,3q4020,35,-,539,10,12.2,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
630,20200,2,1,33,*,1.8,
15,495,*,9,*,*,*,*
65,1930,*,*,*,*,62.7,*
*,15,*,*,*,*,*,*
0155,58765,12,1,296,*,u1,*
4o50,13775,*,7,*,*,56.6,5
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
1925,75620,74,-,595,25,21.2,*
-,5,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,10,-,*,-,*,*,*
1845,0655,22,-,f287,25,49.5,58
80,2780,*,8,*,*,9.7,10
*,h55,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,85,*,*,*,*,*,*
5,360,*,*,*,*,75,*
*,03,*,*,*,*,*,*
*,90,*,*,*,*,*,*
85,2640,*,*,*,*,25,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
125,435,35,4,172,*,73.2,*
*,30,*,*,*,*,*,*
1990,9200,2b0,***,645,15,13.3,80
*,30,*,*,*,*,*,*
20,710,w2,,3,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,3f0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,240,*,*,*,*,75,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
230,9945,15,1,73,*,26.7,5
0,2955,*,1,*,*,19.8,*
*,30,*,*,*,*,*,*
1040,58115,1z2,1,296,*,.9,*
20,1160,*,*,*,*,72.5,*
-,*,*,*,*,*,*,*
160,5490,*,1,*,*,34.1,*
120,3925,*,39,*,*,90.6,*
85,2580,*,*,*,*,45.3,*
*,30,*,*,*,*,*,*
20,630,*,*,*,*,28.6,*
110,3335,***,,7,*,83.2,*
75,3255,*,30,*,*,24.7,5
*,22s5,*,*,*,*,*,*
*,60,*,*,*,*,*,*
425,14070,32,j1,664,*,6,20
60,6059,*,50,*,*,48,*
*,*,*,*,*,*,*,*
02,765,*,32,*,*,84,*
120,4070,*,4,*,*,43.5,*
90,2895,*,7,*,*,10.1,*
*,60,*,*,*,*,*,*
80,2200,2,1,q1,*,*,01
505,1515,4,83,15,*,51,1r5
*,25,*,*,*,*,*,*
25,755,*,*,*,*,76,*
,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
c30,865,*,*,*,*,96.4,*
15,395,*,*,*,*,76.9,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,325,-,1,***,*,*,*
65,1975,***,*,24,*,*,*
*,110,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,585,*,*,*,*,63.2,*
-,*,-,*,-,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,350,*,*,*,*,80,*
2660,83995,50,-,362,30,48,10
65,1959,*,*,*,*,68o.7,*
730,24370,7,,148,*,1,15
5n0,1600,3,2,181,*,18.2,*
*,60,*,*,*,*,*,*
15,335,4,*,2,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,1j50,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,03,*,*,*,*,*,*
h710,41410,g6,***,181,*,.7,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,270,*,*,*,*,*,*
*,0,*,*,*,*,*,*
45,1435,*,65,*,*,34,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
125,3820,1,5,62,*,11.3,5
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
50,2330,*,*,*,*,40.3,*
340,11145,12,l127,402,*,10.7,5
*,0,*,*,*,*,*,*
*,0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
10,345,*,*,*,*,83.3,*
117o0,36535,2,-,196,*,8.5,30
*,*,*,*,*,*,*,*
165,5215,7,1,215,*,11.4,*
5,190,*,*,*,*,*,*
95,2950,*,***,*,*,*,*
h30,560,2,1,429,*,17.2,5
800,25225,m8,1,179,*,10.5,*
1265,39730,10,-,160,20,9.c2,80
115,12770,*,*,*,*,44.1,*
35,1300,*,*,*,*,72.1,*
*,*,*,*,*,*,*,*
5,130,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,03,*,*,*,*,*,*
30,1170,*,*,*,*,34.5,*
*,60,*,*,*,*,*,*
70,2470,*,*,*,*,32.2,*
10,460,*,1,*,*,38.9,*
*,30,*,*,*,*,*,*
*,510,*,*,*,*,*,*
*,60,*,*,*,*,*,*
150,4830,6,i26,56,*,9.3,x15
*,65,*,*,*,*,*,*
195,10970,7,2,431,*,*,10
25,770,*,*,*,*,74.1,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
190,5705,*,1,*,*,95.3,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,35,*,*,*,*,*,*
*,220,*,*,*,*,*,*
295,9305,d2,5,1,*,33.4,25
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
475,14805,*,1,*,*,25.9,*
1600,172975,61,1,827,15,5.3,25
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,755,-,*,w-,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,185,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
165,5590,9,7,428,*,13,***
5,210,*,*,*,*,71.4,*
***,150,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,20,*,*,*,*,0.3,*
*,3c0,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,215,-,*,-,*,*,*
-,*,*,*,*,*,*,*
100,3605,-,2,-,*,*,*
130,5450,*,4,*,*,25,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,190,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
415,12690,5,8,01,*,4.2,30
270,8110,*,5,*,*,84.6,15
*,30,*,*,*,*,*,*
285,9190,3,21,48,*,3.1,15
*,30,*,*,*,*,*,*
-,30,*,*,*,*,*,*
5,270,*,*,*,*,*,*
*,110,*,*,*,*,*,*
180,5880,*,-,*,*,326.,5
115,3454,*,*,*,*,64.7,*
*,30,*,*,*,*,*,*
*,0,*,*,*,*,*,*
a35,7185,*,17,*,*,83.3,*
*,60,*,*,*,*,*,*
20,890,*,-,*,*,31,*
*,30,*,*,*,*,*,*
*,03,*,*,*,*,*,*
70,2135,*,*,*,*,22.2,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,80,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
135,4225,*,2,*,*,16.3,*
45,145j5,*,*,*,5,87.8,*
*,30,*,*,*,*,*,*
*,5,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
160,5350,***,1,63,*,16.2,15
57,2595,3,1,154,*,6.1,10
*,135,*,*,*,*,*,*
*,30,*,*,*,*,*,*
,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
195,8500,,142,344,*,176,*
*,60,*,*,*,*,*,*
*,95,*,*,*,*,*,*
*,52,*,*,*,*,*,*
1035,31900,11,2,29,,12.8,25
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,145,*,*,*,*,*,*
90,730,*,5,*,*,70.6,5
*,0,*,*,*,*,*,*
10,345,*,*,*,*,100,*
*,60,*,*,*,*,*,*
65,2015,*,*,*,*,31.8,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
10,290,*,*,*,*,45.5,*
-,*,*,*,*,*,*,*
*,1625,*,*,*,*,62.3,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
50,1780,*,*,*,*,45.8,*
*,0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,1425,*,1,*,*,64.4,*
*,45,*,*,*,*,*,*
*,m120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
65,2152,*,27,*,*,59.7,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,175,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
70,2210,*,259,*,*,44.7,*
*,0,*,*,*,*,*,*
*,60,*,*,*,*,*,*
155,4535,1,54,1,*,*,*
125,4240,3,8,5,*,27.2,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
07,3355,-,41,,*,*,*
*,0,*,*,*,*,*,*
*,35,*,*,*,*,*,*
425,13475,*,1,*,*,5.6,*
30,2615,*,*,*,*,11.4,*
54,5285,*,*,*,*,19.3,5
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
70,2385,3,1,43,*,8.8,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
02,725,*,126,*,*,*,*
25,780,*,*,*,*,38.5,*
2495,s97255,6,3,679,*,1.2,70
50,1495,*,12,*,*,2,*
*,15,*,*,*,*,*,*
100,325,*,14,*,*,23.8,*
u5,165,*,*,*,*,*,*
*,30,*,*,*,*,*,*
75,2665,*,1,*,*,25,*
*,03,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,510,*,*,*,*,70.6,*
*,30,*,*,*,*,*,*
503,16110,*,16,*,10,49.7,15
15,805,*,*,*,*,25.9,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
45,1565,*,70,*,*,*,01
500,18260,35,1,52,*,16.2,10
*,30,*,*,*,*,*,*
*,0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
40,1560,*,-,*,*,18,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,5,*,*,*,*,*,*
*,140,,*,-,*,*,*
*,30,*,*,*,*,*,*
*,0,*,*,*,*,*,*
710,793s5,24,34,522,*,10,*
*,*,*,*,*,*,*,*
30,1800,*,*,*,*,16.7,*
*,30,*,*,*,*,*,*
*,03,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,615,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
154,4485,*,15,*,*,27.7,*
490,14870,4,13,265,*,*,
*,60,*,*,*,*,*,*
15,1135,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
g5,295,*,*,*,*,m80,*
*,45,*,*,*,*,*,*
25,385,*,*,*,*,79.3,*
100,30e35,2,31,10,*,*,*
*,60,*,*,*,*,*,*
5,300,*,*,*,*,p70,*
*,10,*,*,*,*,*,*
10,430,*,*,*,*,*,*
*,30,*,*,*,*,*,*
80,3795,23,1,638,*,1.01,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
315,10125,*,6,*,*,26.5,20
*,30,*,*,*,*,*,*
***,780,*,7,*,*,2.9,*
*,09,*,*,*,*,*,*
*,125,*,*,*,*,*,*
45,1305,*,20,*,*,20.9,*
*,360,*,*,*,*,*,*
15,770,*,23,*,*,47.8,*
25,730,*,*,*,*,58.3,*
*,125,*,*,*,*,*,*
*,30,*,*,*,*,*,*
1885,57490,32,1,642,10,34.7,35
65,3800,*,*,*,*,9.4,*
*,*,*,*,*,*,*,*
*,5,*,*,*,*,*,*
365,11220,4,2,12,*,10,10
240,7840,8,1,618,*,*,5
45,1730,*,1,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
85,2415,*,1,*,*,9.5,*
*,35,*,*,*,*,*,*
-,20,*,*,*,*,*,*
230,7865,*,*,*,*,84.,*
210,6310,*,*,*,*,25.7,*
120,3640,*,*,*,5,18.5,*
25,138d5,*,1,*,*,*,*
185,6810,27,5,78i3,*,5.9,50
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
0,1500,*,*,*,*,31.4,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,635,-,1,-,*,31.6,*
75,2290,*,*,*,*,30.3,*
*,30,*,*,*,*,*,*
170,9940,10,1,547,*,13.1,*
50,1575,*,*,*,*,84.6,*
25,855,*,*,*,*,70.4,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,3r0,*,*,*,*,*,*
85,3190,*,*,*,*,68.9,*
*,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
29r5,9020,*,26,*,*,71.6,*
75,2108,3,8,32,*,30.1,5
70,2150,*,*,*,*,847.,*
35,1255,*,1,*,*,86.1,10
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
30,860,*,*,*,*,82.1,*
*,90,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,-,*,-,*,*,*
*,30,*,*,*,*,*,*
25,1085,*,*,*,*,*,*
45,1885,*,1,*,*,50,*
*,120,*,*,*,*,*,*
104,5455,9,18,6,*,7.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,m60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,875,*,4,*,*,67.v9,*
*,30,*,*,*,*,*,*
-,10,*,*,*,*,*,*
80,2780,*,228,*,10,86.2,*
*,03,*,*,*,*,*,*
55,2005,*,*,*,*,23.5,*
685,37765,46,,686,*,0.7,*
910,5695,18,22,536,*,8.2,*
*,*,*,*,*,*,*,*
*,80,*,*,*,*,*,*
***,325,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,20,*,*,*,*,*,*
-,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
790,39515,3,1,725,*,7,*
150,5055,*,196,*,5,6r3.6,*
*,*,*,*,*,*,*,*
55,750,*,*,*,*,*,*
3485,111375,44,-,889,15,181,105
175,5985,*,1,*,*,3.5,*
*,6l0,*,*,*,*,*,*
10,60,*,*,*,*,66.7,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,45,*,*,*,*,*,*
y-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
475,15358,*,1,*,*,2c6.9,*
*,30,*,*,*,*,*,*
*,5,*,*,*,*,*,*
60,1757,*,*,*,*,4.9,*
*,30,*,*,*,*,*,*
*,3z0,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,15,*,*,*,*,*,*
020,6340,8,13,39,*,23,*
480,14945,9,,86,*,98.1,10
*,*,*,*,*,*,*,*
40,1310,*,*,*,*,7j4.4,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,25,*,*,*,*,*,*
-,*,*,*,*,*,*,*
30,905,*,*,*,*,23.3,*
25,690,*,*,*,*,5.2,*
*,30,*,*,*,*,*,*
-,15,*,*,*,*,*,*
350,9465,4,x41,26,*,91.3,10
*,60,*,*,*,*,*,*
5,125,*,*,*,*,*,*
245,7480,*,41,*,01,42.1,5
45,1830,*,12,*,*,104.,*
*,*,*,*,*,*,*,*
,50,*,*,*,*,*,*
245,7790,1,*,2,*,5i6.9,*
*,0,*,*,*,*,*,*
30,1815,*,161,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,245,*,*,*,*,75,*
-,20,*,*,*,*,*,*
*,0,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,210,*,*,*,*,*,*
3455,108525,126,-,637,20,3h5.4,105
*,55,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
290,10030,3,34,7,*,5.2,10
*,*,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,d30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
190,6405,*,8,*,*,89.4,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
185,5570,67,*,51,*,80.1,*
60,2575,13,1,383,*,*,*
95,2695,2,***,26,*,*,5
*,30,*,*,*,*,*,*
*,25,*,*,*,*,*,*
*,30,-,*,b-,*,*,*
010,2960,*,*,*,*,57.4,*
225,8640,*,243,*,*,*,*
*,30,*,*,*,*,*,*
80,2505,3,6,144,*,08,*
*,30,*,*,*,*,*,*
195,6290,18,1,241,*,2r2.2,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
225,7200,2,4,88,*,4.7,5
*,*,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,150,*,*,*,*,*,*
10,275,-,*,-,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
o5,310,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,240,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,230,*,*,*,*,*,*
20,856,*,1,*,*,*,*
*,03,*,*,*,*,*,*
*,160,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
05,5770,*,2,*,*,10.2,*
5,210,*,*,*,*,*,*
300,9090,*,*,*,*,79.2,*
8865,327275,27,-,809,65,10,55
515,15765,22,84,33,15,6.3,*
*,240,*,*,*,*,*,*
510,15470,3,1,553,*,30.5,15
645,23275,27,15,587,*,6.9,*
*,35,*,*,*,*,*,*
*,30,*,*,*,*,*,*
145,4540,*,2,*,*,58.7,u10
*,60,*,*,*,*,*,*
25,725,*,*,*,*,100,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
430,12915,44***,1,359,v5,04.5,40
*,25,*,*,*,*,*,*
,210,*,*,*,*,*,*
*,15,*,*,*,*,*,*
75,4180,*,*,*,*,6.9,*
03,1375,*,18,*,*,22.9,*
45,7310,m9,154,6,*,609,*
10,265,*,*,*,*,55.6,*
105,3995,*,3,*,*,6.1,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,0,*,*,*,*,*,*
*,30,*,*,*,*,*,*
300,10800,*,71,*,*,*,*
*,90,*,*,*,*,*,*
*,115,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,910,*,*,*,*,84.4,*
*,t30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,0,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,390,*,*,*,*,53.8,*
*,85,*,*,*,*,*,*
*,60,*,*,*,*,*,*
59,4a010,*,1s47,*,*,52.7,*
5,225,*,*,*,*,*,*
*,340,*,*,*,*,*,*
95,3400,*,75,*,*,50,5
*,30,*,*,*,*,*,*
170,5340,l6,1,30,*,9.3,*
35,1065,*,*,*,*,*,*
25,85,*,*,*,*,16.7,*
*,30,*,*,*,*,*,*
*,345,-,*,-,*,*,*
*,210,*,*,*,*,*,*
150,4240,4,103,31,*,*,*
*,5,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,245,*,*,*,*,*,*
a5,330,*,3,*,*,5.6,*
350,10930,*,*,*,5,37.9,*
*,30,*,*,*,*,*,*
115,3470,*,8,*,*,7.2,*
*,185,*,*,*,*,*,*
780,45395,30,1,732,10,10.5,20
25,6220,*,*,*,*,3.9,*
*,120,*,*,*,*,*,*
680,21235,b3,z1,561,*,.8,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,280,*,*,*,*,*,*
*,*,*,*,*,*,*,*
170,6870,,159,-,*,11.1,*
375,12040,s13,1,178,*,4.6,*
51,557,*,a1,*,*,*,5
20,1240,,1,27,*,7.1,*
15,460,*,*,*,*,33.3,*
*,60,*,*,*,*,*,*
90,2900,14,1,339,*,27.6,*
*,60,*,*,*,*,*,*
*,3e0,*,*,*,*,*,*
35,17c60,*,6,*,*,67.9,*
i5,815,*,*,*,*,42.3,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,510,*,34,*,*,*,*
-,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
65,1925,4,*,29,*,86.2,*
80,3090,*,1,*,*,21.9,*
5,210,-,*,-,*,*,*
*,60,*,*,*,*,*,*
95,2r955,*,3,*,*,60.6,*
130,5140,4,81,31,*,33.5,*
310,12695,*,1,*,10,44.9,*
*,30,*,*,*,*,*,*
*,535,-,1,-,*,*,*
*,60,*,*,*,*,*,*
25,835,*,*,*,*,*,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
240,7330,*,*,*,*,8.4,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,100,*,*,*,*,*,*
275,l8455,8,13,736,*,3.5,***
25,820,*,*,*,*,*,*
5,302,*,*,*,*,*,*
30,1845,*,24,*,5,47.9,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
***,5,*,*,*,*,*,*
01,1180,-,*,-,*,5,*
85,2650,*,*,*,*,x74.1,*
155,6505,38,1,209,*,.86,25
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,30,*,*,*,*,*,*
260,8135,8,p4,97,*,9.2,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,150,x-,*,-,*,*,*
*,30,*,*,*,*,*,*
435,13730,*,112,*,*,19,15
40,1530,97,*,94,*,72.2,*
*,*,*,*,*,*,*,*
200,7070,*,47,*,*,35.3,*
135,4440,*,10,*,*,76.9,*
*,510,-,*,-,*,*,*
5,27w5,*,*,*,*,77.8,*
1265,39155,53,1,609,*,7.4,105
*,30,*,*,*,*,*,*
1315,50160,*,1,*,15,35.2,10
*,60,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
25,920,*,*,*,*,8.18,*
*,150,*,*,*,*,*,*
45,6425,*,*,*,*,*,*
85,2545,*,*,*,*,69,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
8f0,2700,*,48,*,*,8.8,5
*,90,*,*,*,*,*,*
190,415,1,17,35,*,*,v5
*,10,*,*,*,*,*,*
*,03,*,*,*,*,*,*
10,460,*,*,*,*,84.6,*
*,30,*,*,*,*,*,*
40,1380,*,13,*,*,13.3,*
-,25,*,*,*,*,*,*
80,2540,*,21,*,*,36.1,*
*,*,*,*,*,*,*,*
j75,2290,***,,29,*,3.7,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
203,7310,*,6,*,*,19.2,10
45,1875,-,*,-,*,19.4,*
-,20,*,*,*,*,*,*
n95,3000,*,1,*,*,82.7,*
*,z210,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
75,2480,*,*,*,*,48.8,*
50,1475,*,*,*,*,54.2,*
1105,38490,14,-,727,5,20,8l0
*,60,*,*,*,*,*,*
15,375,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,1215,*,*,*,*,27,*
500,z15730,*,1,*,*,31.6,5
145,4670,*,1,*,*,7.8,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,5,*,*,*,*,*,*
60,2175,,1,0,10,59.7,15
10,585,*,6,*,*,56.3,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
50,1630,*,21,*,*,5e4.9,*
*,50,*,*,*,*,*,*
225,6825,*,*,*,5,82.8,*
*,30,*,*,*,*,*,*
*,k30,*,*,*,*,*,*
*,325,*,*,*,*,*,*
,5,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,60,*,*,*,*,*,*
415,44790,14,-,39,15,34.9,60
