indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Food allergy among persons under 18 years,16.0,"Percent of children, crude",1,Totgal,0.0,Under 18 years,66.0,2010-2012,98.0,Under 18 years,0.0,5.2,0.1,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,Totla,0.0,Under 18 years,27.0,2011-2013,18.0,Under 18 years,0.0,5.6,0.1,*
Health conditions among children under age 18,Food allergy among persons under 18 years,48.0,"Percent of children, crude",1,Toatal,0.0,Under 18 years,87.0,2012-2014,39.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,34.0,"Percent of children, crude",1,Ttotal,0.0,Under 18 years,8.0,2013-2015,11.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,33.0,"Percent of children, crude",1,Totla,0.0,Under 18 years,59.0,2014-2016,63.0,Under 18 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,Totl,0.0,Under 18 years,9.0,2015-2017,13.0,Under 18 years,0.0,6.1,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,25.0,"Percent of children, crude",1,mTotal,0.0,Under 18 years,11.0,2016-2018,14.0,Under 18 years,0.0,6.4,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,34.0,"Percent of children, crude",1,Aeg,46.0,0-4 years,63.1,1997-1999,1.0,0-4 yeasr,1.0,3.8,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,20.0,"Percent of children, crude",1,ge,25.0,0-4 years,39.1,20002002,2.0,-4 years,1.0,4.0,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,86.0,"Percent of children, crude",1,Ae,97.0,0-4 years,60.1,2003-2005,3.0,0-4 years,1.0,4.3,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,62.0,"Percent of children, crude",1,ge,82.0,0-4 years,69.1,2006-208,4.0,0-4 kyears,1.0,4.8,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,98.0,"Percent of children, crude",1,Age,71.0,0-4 years,42.1,2009-2011,76.0,0- 4years,1.0,5.1,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,105.0,"Percent of children, crude",1,Aeg,42.0,0-4 years,88.1,2010-2012,21.0,0-4 yeavrs,1.0,5.1,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,nAge,62.0,0-4 years,46.1,2011-2013,42.0,0-4 years,1.0,5.6,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,49.0,"Percent of children, crude",1,gAe,1.0,0-4 years,47.1,2012-2014,10.0,0-4 yearms,1.0,5.6,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,9.0,"Percent of children, crude",1,Aeg,84.0,0-4 years,31.1,2013-2015,35.0,0- 4years,1.0,5.7,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,14.0,"Percent of children, crude",1,gAe,58.0,0-4 years,98.1,2014-2016,12.0,0-4 yeasr,1.0,5.6,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,97.0,"Percent of children, crude",1,Aeg,70.0,0-4 years,1.1,2015-2017,13.0,0-4 yfears,1.0,6.3,0.3,*
Health conditions among children under age 18,Food allergy among persons under 18 years,97.0,"Percent of children, crude",1,Agre,58.0,0-4 years,68.1,2016-2018,14.0,0-4 yeasr,1.0,6.3,0.4,*
Health conditions among children under age 18,Food allergy among persons under 18 years,8.0,"Percent of children, crude",1,Akge,5.0,5-17 years,50.2,997-1999,1.0,5-17 years,2.0,3.3,0.1,*
Health conditions among children under age 18,Food allergy among persons under 18 years,61.0,"Percent of children, crude",1,Aeg,1.0,5-17 years,1.2,20002-002,2.0,5-17 yaers,2.0,3.4,0.1,*
