Id,Name,Year,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,FilmingLocations
tt0095900,Prime Evil,1988,"William Beckwith,Christine Moore,Mavis Harris","William Beckwith,Christine Moore,Mavis Harris,Max Jacobs,Tim Gail,George Krause,Ruth Collins,Amy Brentano,Jeanne Marie,Gary Warner,Iraida Cruz,Roseanna Peterson,Cameron Kell,Nicole Sislian,Phil Murphy",English,USA,83 min,3.6,453,"24 user,17 critic","New York City, New York, USA"
tt0069308,Stanley,1972,"Chris Robinson,Alex Rocco,Steve Alaimo","Chris Robinson,Alex Rocco,Steve Alaimo,Susan Carroll,Mark Harris,Rey Baumel,Paul Avery,Marcia Knight,Gary Crutcher,Mel Pape,Milton 'Butterball' Smith,Pamela Talus,William Marquez,Charles Kaufman",English,USA,108 min,4.5,374,"25 user,27 critic","Everglades National Park, Florida, USA"
tt0087643,Love Scenes,1984,"Tiffany Bolling,Franc Luz,Julie Newmar","Tiffany Bolling,Franc Luz,Julie Newmar,Jack Carter,Daniel Pilon,John Warner Williams,Britt Ekland,Susan Benn,Carol Ann Susi,Dante D'Andre,Laura Sorrenson,Monique Gabrielle,Michael Collins,Lisa Zebro,Deedee Bradley",English,USA,82 min,4.7,106,"3 user,7 critic",
tt0092744,Cheerleader Camp,1988,"Betsy Russell,Leif Garrett,Lucinda Dickey","Betsy Russell,Leif Garrett,Lucinda Dickey,Lorie Griffin,George 'Buck' Flower,Travis McKenna,Teri Weigel,Rebecca Ferratti,Vickie Benson,Jeff Prettyman,Krista Pflanzer,Craig Piligian,William Johnson,Kathryn Litton,Tommy Habeeb",English,"Japan,USA",89 min,4.6,"2,029","44 user,47 critic","Bakersfield, California, USA"
tt0093974,"Silent Night, Deadly Night Part 2",1987,"Eric Freeman,James Newman,Elizabeth Kaitan","Eric Freeman,James Newman,Elizabeth Kaitan,Jean Miller,Darrel Guilbeau,Brian Michael Henley,Corrine Gelfan,Michael Combatti,Ken Weichert,Ron Moriarty,Frank Novak,Randall Boffman,Joanne White,Lenny Rose,Nadya Wynd",English,USA,88 min,3.5,"3,739","109 user,88 critic","Pasadena, California, USA"
tt0286944,Schlock! The Secret History of American Movies,2001,"F.X. Feeney,Vampira,Michael Copner","F.X. Feeney,Vampira,Michael Copner,Samuel Z. Arkoff,James H. Nicholson,Dick Miller,Roger Corman,Forrest J. Ackerman,Joseph McBride,David F. Friedman,Michael J. Bowen,Doris Wishman,Harry H. Novak,Kroger Babb,Herschell Gordon Lewis",English,USA,89 min,7.2,475,"11 user,16 critic","Hollywood, Los Angeles, California, USA"
tt0086320,Sleepaway Camp,1983,"Felissa Rose,Jonathan Tiersten,Karen Fields","Felissa Rose,Jonathan Tiersten,Karen Fields,Christopher Collet,Mike Kellin,Katherine Kamhi,Paul DeAngelo,Thomas E. van Dell,Loris Sallahian,John E. Dunn,Willy Kuskin,Desiree Gould,Owen Hughes,Robert Earl Jones,Susan Glaze",English,USA,88 min,6.2,"14,844","302 user,125 critic","Lake Luzerne, New York, USA"
tt0095379,Intruder,1989,"Elizabeth Cox,Renée Estevez,Dan Hicks","Elizabeth Cox,Renée Estevez,Dan Hicks,David Byrnes,Sam Raimi,Eugene Robert Glazer,Billy Marti,Burr Steers,Craig Stark,Ted Raimi,Alvy Moore,Tom Lester,Emil Sitka,Bruce Campbell,Lawrence Bender",English,USA,83 min,6.4,"4,140","78 user,113 critic","Bell, California, USA"
tt0175526,Cherry Falls,2000,"Brittany Murphy,Jay Mohr,Michael Biehn","Brittany Murphy,Jay Mohr,Michael Biehn,Jesse Bradford,Candy Clark,Amanda Anka,Joe Inscoe,Gabriel Mann,Natalie Ramsey,Douglas Spain,Bre Blair,Kristen Miller,Michael Weston,Keram Malicki-Sánchez,Joannah Portman",English,USA,92 min,5.0,"9,404","179 user,84 critic","Dinwiddie, Virginia, USA"
tt0098206,Road House,1989,"Patrick Swayze,Kelly Lynch,Sam Elliott","Patrick Swayze,Kelly Lynch,Sam Elliott,Ben Gazzara,Marshall R. Teague,Julie Michaels,Red West,Sunshine Parker,Jeff Healey,Kevin Tighe,John Doe,Kathleen Wilhoite,Travis McKenna,Roger Hewlett,Kurt James Stefka","English,Portuguese",USA,114 min,6.4,"39,177","196 user,79 critic","24650 Arch St, Santa Clarita, California, USA"
tt0041996,Twelve O'Clock High,1949,"Gregory Peck,Hugh Marlowe,Gary Merrill","Gregory Peck,Hugh Marlowe,Gary Merrill,Millard Mitchell,Dean Jagger,Robert Arthur,Paul Stewart,John Kellogg,Robert Patten,Lee MacGregor,Sam Edwards,Roger Anderson",English,USA,132 min,7.8,"9,416","121 user,40 critic","Eglin Air Force Base, Fort Walton Beach, Florida, USA"
tt0075229,Sky Riders,1976,"James Coburn,Susannah York,Robert Culp","James Coburn,Susannah York,Robert Culp,Charles Aznavour,Harry Andrews,John Beck,Zouzou,Kenneth Griffith,Werner Pochath,Antonis Antypas,Telis Zotos,Nikos Tsachiridis,Ernie F. Orsatti,Barbara Trentham,Henry Brown",English,USA,91 min,6.0,569,"14 user,6 critic",Greece
tt0061590,Don't Make Waves,1967,"Tony Curtis,Claudia Cardinale,Robert Webber","Tony Curtis,Claudia Cardinale,Robert Webber,Joanna Barnes,Sharon Tate,David Draper,Mort Sahl,Dub Taylor,Ann Elder,Chester Yorton,Reg Lewis,Marc London,Douglas Henderson,Sarah Selby,Mary Grace Canfield",English,USA,97 min,6.1,798,"13 user,5 critic","Malibu, California, USA"
tt0045705,The Man from Cairo,1953,"George Raft,Gianna Maria Canale,Massimo Serato","George Raft,Gianna Maria Canale,Massimo Serato,Guido Celano,Irene Papas,Alfredo Varelli,Leonardo Scavino,Mino Doro,Angelo Dessy,Richard McNamara,Franco Silva,Anthony La Penna,Henri Vidon",English,"Italy,UK,USA",81 min,5.2,80,"9 user,1 critic","Algiers, Algeria"
tt0085867,The Lords of Discipline,1983,"David Keith,Robert Prosky,G.D. Spradlin","David Keith,Robert Prosky,G.D. Spradlin,Barbara Babcock,Michael Biehn,Rick Rossovich,John Lavachielli,Mitchell Lichtenstein,Mark Breland,Malcolm Danare,Judge Reinhold,Greg Webb,Bill Paxton,Dean R. Miller,Ed Bishop",English,USA,102 min,6.6,"1,951","23 user,6 critic","Charleston, South Carolina, USA"
tt0047904,A Bullet for Joey,1955,"Edward G. Robinson,George Raft,Audrey Totter","Edward G. Robinson,George Raft,Audrey Totter,George Dolenz,Peter van Eyck,Toni Gerry,William Bryant,John Cliff,Steven Geray,Joseph Vitale,Sally Blane,Peter Hansen,Kaaren Verne,Henri Letondal,Stan Malotte",English,USA,85 min,6.0,598,"16 user,6 critic","RKO-Pathé Studios - 9336 Washington Blvd., Culver City, California, USA"
tt0037508,Along Came Jones,1945,"Gary Cooper,Loretta Young,William Demarest","Gary Cooper,Loretta Young,William Demarest,Dan Duryea,Frank Sully,Don Costello,Walter Sande,Russell Simpson,Arthur Loft,Willard Robertson,Ray Teal,Lane Chandler",English,USA,90 min,6.5,"1,238","30 user,10 critic","Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA"
tt0034428,Across the Pacific,1942,"Humphrey Bogart,Mary Astor,Sydney Greenstreet","Humphrey Bogart,Mary Astor,Sydney Greenstreet,Charles Halton,Victor Sen Yung,Roland Got,Lee Tung Foo,Frank Wilcox,Paul Stanton,Lester Matthews,John Hamilton,Tom Stevenson,Roland Drew,Monte Blue,Chester Gan","English,Japanese",USA,97 min,6.9,"2,981","58 user,20 critic","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0037166,Passage to Marseille,1944,"Humphrey Bogart,Claude Rains,Michèle Morgan","Humphrey Bogart,Claude Rains,Michèle Morgan,Philip Dorn,Sydney Greenstreet,Peter Lorre,George Tobias,Helmut Dantine,John Loder,Victor Francen,Vladimir Sokoloff,Eduardo Ciannelli,Corinna Mura","English,French,German,Spanish",USA,109 min,6.9,"2,514","44 user,9 critic","Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA"
tt0033149,They Drive by Night,1940,"George Raft,Humphrey Bogart,Ann Sheridan","George Raft,Ann Sheridan,Ida Lupino,Humphrey Bogart,Gale Page,Alan Hale,Roscoe Karns,John Litel,George Tobias",English,USA,95 min,7.3,"5,165","61 user,38 critic","Stage 19, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0061678,The Flim-Flam Man,1967,"George C. Scott,Sue Lyon,Harry Morgan","George C. Scott,Sue Lyon,Harry Morgan,Jack Albertson,Alice Ghostley,Albert Salmi,Slim Pickens,Michael Sarrazin,Strother Martin,George Mitchell,Woodrow Parfrey,Jay Ose,Raymond Guth",English,USA,104 min,7.0,"1,461","36 user,12 critic","Frankfort, Kentucky, USA"
tt0065492,Brewster McCloud,1970,"Bud Cort,Shelley Duvall,Sally Kellerman","Bud Cort,Sally Kellerman,Michael Murphy,William Windom,Shelley Duvall,Rene Auberjonois,Stacy Keach,John Schuck,Margaret Hamilton,Jennifer Salt,Corey Fischer,G. Wood,Bert Remsen,Angelin Johnson,Dean Goss",English,USA,105 min,7.0,"2,897","53 user,42 critic","Astrodome - 8400 Kirby Drive, Houston, Texas, USA"
tt0037611,Conflict,1945,"Humphrey Bogart,Alexis Smith,Sydney Greenstreet","Humphrey Bogart,Alexis Smith,Sydney Greenstreet,Rose Hobart,Charles Drake,Grant Mitchell,Patrick O'Moore,Ann Shoemaker,Edwin Stanley",English,USA,86 min,7.1,"1,995","42 user,8 critic","Angeles Crest Highway, Angeles National Forest, California, USA"
tt0028096,The Petrified Forest,1936,"Leslie Howard,Humphrey Bogart,Bette Davis","Leslie Howard,Bette Davis,Genevieve Tobin,Dick Foran,Humphrey Bogart,Joe Sawyer,Porter Hall,Charley Grapewin,Paul Harvey,Eddie Acuff,Adrian Morris,Nina Campana,Slim Thompson,John Alexander",English,USA,82 min,7.6,"8,905","88 user,46 critic","Red Rock Canyon State Park - Highway 14, Cantil, California, USA"
tt1540786,Bestsellers,2009,"Jeremy Adams,Charlie Butler,Victoria Drake","Jeremy Adams,Charlie Butler,Victoria Drake,Riley Gratzer,Courtney Kessler,Brian Quist,Juan Rivera,Sasha Stuber,Mathew David Suhr",English,USA,93 min,,,,
tt0046816,The Caine Mutiny,1954,"Humphrey Bogart,José Ferrer,Van Johnson","Humphrey Bogart,José Ferrer,Van Johnson,Fred MacMurray,Robert Francis,May Wynn,Tom Tully,E.G. Marshall,Arthur Franz,Lee Marvin,Warner Anderson,Claude Akins,Katherine Warren,Jerry Paris,Steve Brodie",English,USA,124 min,7.9,"19,120","149 user,38 critic","Ahwanee Hotel, Yosemite Valley, Yosemite National Park, California, USA"
tt0054022,Let's Make Love,1960,"Marilyn Monroe,Yves Montand,Tony Randall","Marilyn Monroe,Yves Montand,Tony Randall,Frankie Vaughan,Wilfrid Hyde-White,David Burns,Michael David,Mara Lynn,Dennis King Jr.,Joe Besser","English,French,German,Chinese,Italian,Arabic",USA,119 min,6.5,"4,692","52 user,20 critic","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA"
tt0049038,Bus Stop,1956,"Marilyn Monroe,Don Murray,Arthur O'Connell","Marilyn Monroe,Don Murray,Arthur O'Connell,Betty Field,Eileen Heckart,Robert Bray,Hope Lange,Hans Conried,Max Showalter,Arizona State University Sun Devil Marching Band",English,USA,96 min,6.7,"7,724","93 user,45 critic","Arizona State Fairgrounds, Phoenix, Arizona, USA"
river_of_no_return,River of No Return,1953 1954 1955,"Robert Mitchum,Marilyn Monroe,Rory Calhoun","Robert Mitchum,Marilyn Monroe,Rory Calhoun,Tommy Rettig,Murvyn Vye,Douglas Spencer",English,USA,1 hr. 31 min.,5.8/10,"7,058","69 user,45 critic","Banff National Park, Alberta, Canada"
tt0045810,Gentlemen Prefer Blondes,1953,"Jane Russell,Marilyn Monroe,Charles Coburn","Jane Russell,Marilyn Monroe,Charles Coburn,Elliott Reid,Tommy Noonan,George Winslow,Marcel Dalio,Taylor Holmes,Norma Varden,Howard Wendell,Steven Geray","English,French",USA,91 min,7.3,"20,821","130 user,65 critic","Stage 3, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA"
tt0046126,Niagara,1953,"Marilyn Monroe,Joseph Cotten,Jean Peters","Marilyn Monroe,Joseph Cotten,Jean Peters,Max Showalter,Denis O'Dea,Richard Allan,Don Wilson,Lurene Tuttle,Russell Collins,Will Wright",English,USA,92 min,7.1,"10,258","110 user,71 critic","3620 Bridgewater St, Niagara Falls, Ontario, Canada"
tt0045891,How to Marry a Millionaire,1953,"Marilyn Monroe,Betty Grable,Lauren Bacall","Betty Grable,Marilyn Monroe,Lauren Bacall,David Wayne,Rory Calhoun,Cameron Mitchell,Alexander D'Arcy,Fred Clark,William Powell","English,French,Latin,Arabic",USA,95 min,7.0,"14,076","79 user,34 critic","36 Sutton Place South, Sutton Place, Manhattan, New York City, New York, USA"
tt0047574,There's No Business Like Show Business,1954,"Ethel Merman,Marilyn Monroe,Donald O'Connor","Ethel Merman,Donald O'Connor,Marilyn Monroe,Dan Dailey,Johnnie Ray,Mitzi Gaynor,Richard Eastham,Hugh O'Brian,Frank McHugh,Rhys Williams,Lee Patrick,Eve Miller,Robin Raymond,Ed Oliver",English,USA,117 min,6.5,"3,846","54 user,24 critic","Stage 9, 20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA"
tt0055184,The Misfits,1961,"Clark Gable,Marilyn Monroe,Montgomery Clift","Clark Gable,Marilyn Monroe,Montgomery Clift,Thelma Ritter,Eli Wallach,James Barton,Kevin McCarthy,Estelle Winwood",English,USA,124 min,7.4,"12,197","118 user,71 critic","Dayton, Nevada, USA"
tt0050861,The Prince and the Showgirl,1957,"Marilyn Monroe,Laurence Olivier,Richard Wattis","Richard Wattis,David Horne,Jeremy Spenser,Sybil Thorndike,Laurence Olivier,Harold Goodwin,Gladys Henson,Marilyn Monroe,Jean Kent,Charles Victor,Daphne Anderson,Vera Day,Gillian Owen,Esmond Knight,Paul Hardwick","English,French,German","UK,USA",115 min,6.7,"5,378","51 user,19 critic","London, England, UK"
tt0054743,The Children's Hour,1961,"Audrey Hepburn,Shirley MacLaine,James Garner","Audrey Hepburn,Shirley MacLaine,James Garner,Miriam Hopkins,Fay Bainter,Karen Balkin,Veronica Cartwright,Mimi Gibson,Debbie Moldow,Diane Mountford,William Mims,Sally Brophy,Hope Summers",English,USA,108 min,7.8,"9,596","106 user,38 critic","Shadow Ranch, Vanowen Street, West Hills, Los Angeles, California, USA"
tt0053131,The Nun's Story,1959,"Audrey Hepburn,Peter Finch,Edith Evans","Audrey Hepburn,Peter Finch,Edith Evans,Peggy Ashcroft,Dean Jagger,Mildred Dunnock,Beatrice Straight,Patricia Collinge,Rosalie Crutchley,Ruth White,Barbara O'Neil,Margaret Phillips,Patricia Bosworth,Colleen Dewhurst,Stephen Murray",English,USA,149 min,7.6,"6,559","81 user,24 critic",Belgium
tt0078879,Bloodline,1979,"Audrey Hepburn,Ben Gazzara,James Mason","Audrey Hepburn,Ben Gazzara,James Mason,Claudia Mori,Irene Papas,Michelle Phillips,Maurice Ronet,Romy Schneider,Omar Sharif,Beatrice Straight,Gert Fröbe,Wolfgang Preiss,Marcel Bozzuffi,Pinkas Braun,Wulf Kessler","English,Italian,French","USA,West Germany",116 min,4.8,"1,011","22 user,13 critic","Burghausen, Bavaria, Germany"
tt0052864,Green Mansions,1959,"Audrey Hepburn,Anthony Perkins,Lee J. Cobb","Audrey Hepburn,Anthony Perkins,Lee J. Cobb,Sessue Hayakawa,Henry Silva,Nehemiah Persoff,Michael Pate,Estelle Hemsley",English,USA,104 min,5.6,"1,486","36 user,3 critic","Santa Clarita, California, USA"
tt0156934,Random Hearts,1999,"Harrison Ford,Kristin Scott Thomas,Charles S. Dutton","Harrison Ford,Kristin Scott Thomas,Charles S. Dutton,Bonnie Hunt,Dennis Haysbert,Sydney Pollack,Richard Jenkins,Paul Guilfoyle,Susanna Thompson,Peter Coyote,Dylan Baker,Lynne Thigpen,Susan Floyd,Bill Cobbs,Kate Mara",English,USA,133 min,5.0,"16,498","288 user,93 critic","Baltimore, Maryland, USA"
tt0102768,Regarding Henry,1991,"Harrison Ford,Annette Bening,Michael Haley","Harrison Ford,Annette Bening,Michael Haley,Stanley Swerdlow,Julie Follansbee,Rebecca Miller,Bruce Altman,Elizabeth Wilson,Donald Moffat,Kamian Allen,Aida Linares,John MacKay,Mary Gilbert,Peter Appel,Harsh Nayyar",English,USA,108 min,6.7,"21,789","103 user,22 critic","Burke Foundation, White Plains, New York, USA"
tt0408345,Firewall,2006,"Harrison Ford,Virginia Madsen,Paul Bettany","Harrison Ford,Virginia Madsen,Carly Schroeder,Jimmy Bennett,Gail Ann Lewis,Mary Lynn Rajskub,Matthew Currie Holmes,Candus Churchill,David Lewis,Zahf Paroo,Robert Forster,Robert Patrick,Alan Arkin,Pat Jenkinson,Eric Keenleyside",English,"USA,Australia",105 min,5.8,"48,362","303 user,172 critic","Kamloops, British Columbia, Canada"
tt0095174,Frantic,1988,"Harrison Ford,Betty Buckley,Emmanuelle Seigner","Harrison Ford,Betty Buckley,Emmanuelle Seigner,Djiby Soumare,Dominique Virton,Gérard Klein,Stéphane D'Audeville,Laurent Spielvogel,Alain Doutey,Jacques Ciron,Roch Leibovici,Louise Vincent,Patrice Melennec,Ella Jaroszewicz,Joëlle Lagneau","English,French","USA,France",120 min,6.9,"36,016","145 user,45 critic","Rue du Faubourg Saint-Martin, Paris 10, Paris, France"
tt0120828,Six Days Seven Nights,1998,"Harrison Ford,Anne Heche,David Schwimmer","Harrison Ford,Anne Heche,David Schwimmer,Jacqueline Obradors,Temuera Morrison,Allison Janney,Douglas Weston,Cliff Curtis,Danny Trejo,Ben Bode,Derek Basco,Amy Sedaris,Long Nguyen,Jake Feagai,John Koyama","English,German",USA,98 min,5.7,"57,747","162 user,95 critic","Kaua'i, Hawaii, USA"
tt0096463,Working Girl,1988,"Melanie Griffith,Harrison Ford,Sigourney Weaver","Harrison Ford,Sigourney Weaver,Melanie Griffith,Alec Baldwin,Joan Cusack,Philip Bosco,Nora Dunn,Oliver Platt,James Lally,Kevin Spacey,Robert Easton,Olympia Dukakis,Amy Aquino,Jeffrey Nordling,Elizabeth Whitcraft",English,USA,113 min,6.7,"38,652","117 user,45 critic","Vernon Valley Great Gorge Ski Resort, New Jersey, USA"
tt0049934,War and Peace,1956,"Audrey Hepburn,Henry Fonda,Mel Ferrer","Audrey Hepburn,Henry Fonda,Mel Ferrer,Vittorio Gassman,Herbert Lom,Oskar Homolka,Anita Ekberg,Helmut Dantine,Tullio Carminati,Barry Jones,Milly Vitale,Lea Seidl,Anna Maria Ferrero,Wilfrid Lawson,May Britt","English,Italian,Russian","USA,Italy",208 min,6.8,"6,361","47 user,21 critic","Cinecittà Studios, Cinecittà, Rome, Lazio, Italy"
tt0072625,Alice Goodbody,1974,"Colleen Brennan,Daniel Kauffman,Keith McConnell","Colleen Brennan,Daniel Kauffman,Keith McConnell,Vic Caesar,Angela Carnon,Norman Fields,Arem Fisher,Nora Holliday,George 'Buck' Flower,Maurice Millard,Norman Sheridan,Mary Sinclair,Lorna Thayer,Willem Wanrooy,Irving Wasserman",English,USA,80 min,4.7,83,"2 user,7 critic","Los Angeles, California, USA"
tt0457290,Striking Range,2006,"Lou Diamond Phillips,Yancy Butler,Tom Wright","Lou Diamond Phillips,Yancy Butler,Tom Wright,Glenn Morshower,Scarlett McAlister,Steve Krieger,Jeff Speakman,Troy Baker,Jeff Rodgers,Daniel Millican,Lisa Palmer,San Banarje,Gary Head,Scott Roland,Angel Munoz",English,USA,96 min,4.2,695,"14 user,3 critic","Dallas, Texas, USA"
tt0054428,The Unforgiven,1960,"Burt Lancaster,Audrey Hepburn,Audie Murphy","Burt Lancaster,Audrey Hepburn,Audie Murphy,John Saxon,Charles Bickford,Lillian Gish,Albert Salmi,Joseph Wiseman,June Walker,Kipp Hamilton,Arnold Merritt,Doug McClure,Carlos Rivas",English,USA,125 min,6.8,"5,011","75 user,32 critic","Durango, Mexico"
tt0018037,The Jazz Singer,1927,"Al Jolson,May McAvoy,Warner Oland","Al Jolson,May McAvoy,Warner Oland,Eugenie Besserer,Otto Lederer,Robert Gordon,Richard Tucker,Yossele Rosenblatt",English,USA,88 min,6.9,"6,454","84 user,49 critic","Chatsworth, Los Angeles, California, USA"
tt0056196,Long Day's Journey Into Night,1962,"Katharine Hepburn,Ralph Richardson,Jason Robards","Katharine Hepburn,Ralph Richardson,Jason Robards,Dean Stockwell,Jeanne Barr",English,USA,174 min,7.8,"3,294","48 user,18 critic","21 Tier Street, City Island, Bronx, New York City, New York, USA"
tt0105226,Red Rock West,1993,"Nicolas Cage,Dennis Hopper,Lara Flynn Boyle","Nicolas Cage,Dennis Hopper,Lara Flynn Boyle,J.T. Walsh,Timothy Carhart,Dan Shor,Dwight Yoakam,Craig Reay,Vance Johnson,Robert Apel,Bobby Joe McFadden,Dale Gibson,Ted Parks,Babs Bram,Robert Guajardo",English,USA,98 min,7.0,"14,793","76 user,42 critic","Texas Canyon, Arizona, USA"
tt0037465,Wilson,1944,"Alexander Knox,Charles Coburn,Geraldine Fitzgerald","Alexander Knox,Geraldine Fitzgerald,Thomas Mitchell,Ruth Nelson,Cedric Hardwicke,Charles Coburn,Vincent Price,William Eythe,Mary Anderson,Ruth Ford,Sidney Blackmer,Madeleine Forbes,Stanley Ridges,Eddie Foy Jr.,Charles Halton",English,USA,154 min,7.0,964,"35 user,12 critic","Princeton University, Princeton, New Jersey, USA"
tt0037000,Lady in the Dark,1944,"Ginger Rogers,Ray Milland,Warner Baxter","Ginger Rogers,Ray Milland,Warner Baxter,Jon Hall,Barry Sullivan,Mischa Auer,Phyllis Brooks,Mary Philips,Edward Fielding,Don Loper,Mary Parker,Catherine Craig,Marietta Canty,Virginia Farmer,Fay Helm",English,USA,100 min,6.2,287,"15 user,4 critic","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA"
tt0019813,The Desert Song,1929,"John Boles,Carlotta King,Louise Fazenda","John Boles,Carlotta King,Louise Fazenda,Johnny Arthur,Edward Martindel,Jack Pratt,Roberto E. Guzmán,Otto Hoffman,Marie Wells,John Miljan,Del Elliott,Myrna Loy,Lester Cole,Peggy Dale",English,USA,123 min,7.0,46,10 user,"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0035982,"Hello Frisco, Hello",1943,"Alice Faye,John Payne,Jack Oakie","Alice Faye,John Payne,Jack Oakie,Lynn Bari,Laird Cregar,June Havoc,Ward Bond,Aubrey Mather,John Archer,Frank Orth,George Lloyd,Frank Darien,Harry Hayden,Eddie Dunn,Charles Cane",English,USA,99 min,6.9,318,"22 user,3 critic","20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA"
tt0034175,The Shanghai Gesture,1941,"Gene Tierney,Walter Huston,Victor Mature","Gene Tierney,Walter Huston,Victor Mature,Ona Munson,Phyllis Brooks,Albert Bassermann,Maria Ouspenskaya,Eric Blore,Ivan Lebedeff,Mike Mazurki,Clyde Fillmore,Grayce Hampton,Rex Evans,Mikhail Rasumny,Michael Dalmatoff","English,French,Chinese",USA,95 min,6.8,"1,932","56 user,25 critic","Chinatown, Los Angeles, California, USA"
tt0035616,Air Force,1943,"John Garfield,John Ridgely,Gig Young","John Ridgely,Gig Young,Arthur Kennedy,Charles Drake,Harry Carey,George Tobias,Ward Wood,Ray Montgomery,John Garfield,James Brown,Stanley Ridges,Willard Robertson,Moroni Olsen,Edward Brophy,Richard Lane","English,Japanese",USA,124 min,7.1,"2,050","50 user,20 critic","Santa Barbara, California, USA"
tt0037746,God Is My Co-Pilot,1945,"Dennis Morgan,Raymond Massey,Dane Clark","Dennis Morgan,Dane Clark,Raymond Massey,Alan Hale,Andrea King,John Ridgely,Stanley Ridges,Craig Stevens,Warren Douglas,Mark Stevens,Charles Smith,Minor Watson,Richard Loo,Addison Richards,Donald Woods",English,USA,90 min,6.5,426,"18 user,3 critic","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0034513,The Big Shot,1942,"Humphrey Bogart,Irene Manning,Richard Travis","Humphrey Bogart,Irene Manning,Richard Travis,Susan Peters,Stanley Ridges,Minor Watson,Chick Chandler,Joe Downing,Howard Da Silva,Murray Alper,Roland Drew,John Ridgely,Joe King,John Hamilton,Virginia Brissac",English,USA,82 min,6.7,510,"12 user,1 critic",
tt0036692,Can't Help Singing,1944,"Deanna Durbin,Robert Paige,Akim Tamiroff","Deanna Durbin,Robert Paige,Akim Tamiroff,David Bruce,Leonid Kinskey,June Vincent,Ray Collins,Andrew Tombes,Thomas Gomez,Clara Blandick,Olin Howland,George Cleveland","English,Russian",USA,90 min,6.4,370,"17 user,5 critic","Duck Creek, Kanab, Utah, USA"
tt0045680,The Desert Song,1953,"Kathryn Grayson,Gordon MacRae,Steve Cochran","Kathryn Grayson,Gordon MacRae,Steve Cochran,Raymond Massey,Dick Wesson,Allyn Ann McLerie,Ray Collins,Paul Picerni,Frank DeKova,William Conrad,Trevor Bardette,Mark Dana",English,USA,110 min,6.4,331,"17 user,2 critic","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0036348,Sherlock Holmes Faces Death,1943,"Basil Rathbone,Nigel Bruce,Dennis Hoey","Basil Rathbone,Nigel Bruce,Dennis Hoey,Arthur Margetson,Hillary Brooke,Halliwell Hobbes,Minna Phillips,Milburn Stone,Gavin Muir,Gerald Hamer,Vernon Downing,Olaf Hytten,Frederick Worlock",English,USA,68 min,7.2,"2,872","43 user,17 critic","Universal Studios - 100 Universal City Plaza, Universal City, California, USA"
tt0069495,"What's Up, Doc?",1972,"Barbra Streisand,Ryan O'Neal,Madeline Kahn","Barbra Streisand,Ryan O'Neal,Madeline Kahn,Kenneth Mars,Austin Pendleton,Michael Murphy,Philip Roth,Sorrell Booke,Stefan Gierasch,Mabel Albertson,Liam Dunn,John Hillerman,George Morfogen,Graham Jarvis,Randy Quaid",English,USA,94 min,7.8,"13,440","139 user,42 critic","1000 Bush St. San Francisco, California, USA"
tt0120080,Scorpio One,1998,"Robert Carradine,Jeff Speakman,Robin Curtis","Robert Carradine,Jeff Speakman,Robin Curtis,Steve Kanaly,George Murdock,Judith Chapman,Brent Huff,Lance LeGault,Michael Monks,Richard Whiten,Joe Garcia,Christian Zimmerman,Lou Voiler,Timothy Dale Agee,Albert Garcia",English,USA,92 min,3.8,239,"6 user,6 critic",
tt0082511,Hell Night,1981,"Linda Blair,Vincent Van Patten,Peter Barton","Linda Blair,Vincent Van Patten,Peter Barton,Kevin Brophy,Jenny Neumann,Suki Goodwin,Jimmy Sturtevant,Hal Ralston,Carey Fox,Ron Gans,Gloria Heilman",English,USA,101 min,5.8,"3,827","105 user,68 critic","Hollywood, Los Angeles, California, USA"
tt0086449,To All a Goodnight,1980,"Jennifer Runyon,Forrest Swanson,Linda Gentile","Jennifer Runyon,Forrest Swanson,Linda Gentile,William Lauer,Judith Bridges,Kiva Lawrence,West Buchanan,Sam Shamshak,Angela Bath,Denise Stearns,Solomon Trager,Jeff Butts,Bill Martin,Jay Rasumny,Harry Reems",English,USA,90 min,4.8,532,"31 user,42 critic","Santa Barbara, California, USA"
